1:FourPixel,
Transient Analysis,
Tue Nov 20 15:05:46 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\FourPixel.cir,
time [sec],v(vdd) [V],v(11:n1) [V],v(expose) [V],v(11:n2) [V],v(erase) [V],v(11:n3) [V],v(nre_r1) [V],v(out1) [V],v(12:n1) [V],v(12:n2) [V],v(12:n3) [V],v(out2) [V],v(21:n1) [V],v(21:n2) [V],v(21:n3) [V],v(nre_r2) [V],v(22:n1) [V],v(22:n2) [V],v(22:n3) [V],v(m:22:c.drain) [V],v(m:22:c.source) [V],v(m:22:p4.drain) [V],v(m:22:p4.source) [V],v(m:22:p3.drain) [V],v(m:22:p3.source) [V],v(m:21:c.drain) [V],v(m:21:c.source) [V],v(m:21:p4.drain) [V],v(m:21:p4.source) [V],v(m:21:p3.drain) [V],v(m:21:p3.source) [V],v(m:12:c.drain) [V],v(m:12:c.source) [V],v(m:12:p4.drain) [V],v(m:12:p4.source) [V],v(m:12:p3.drain) [V],v(m:12:p3.source) [V],v(m:11:c.drain) [V],v(m:11:c.source) [V],v(m:11:p4.drain) [V],v(m:11:p4.source) [V],v(m:11:p3.drain) [V],v(m:11:p3.source) [V],v(m:22:n2.drain) [V],v(m:22:n2.source) [V],v(m:22:n1.drain) [V],v(m:22:n1.source) [V],v(m:21:n2.drain) [V],v(m:21:n2.source) [V],v(m:21:n1.drain) [V],v(m:21:n1.source) [V],v(m:12:n2.drain) [V],v(m:12:n2.source) [V],v(m:12:n1.drain) [V],v(m:12:n1.source) [V],v(m:11:n2.drain) [V],v(m:11:n2.source) [V],v(m:11:n1.drain) [V],v(m:11:n1.source) [V],i(vnre_r2) [A],i(vnre_r1) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0356,1.8,1.89959,0,0.981023,0,1.12365,1.8,1.5778,1.89959,0.981023,1.12365,1.57777,1.89963,0.981522,1.20501,1.8,1.89965,0.981424,1.20384,1.57777,1.8,1.20384,1.57777,4.11231e-10,1.20384,1.5778,1.8,1.20501,1.5778,4.2205e-10,1.20501,1.57777,1.8,1.12365,1.57777,4.85484e-11,1.12365,1.5778,1.8,1.12365,1.5778,4.85482e-11,1.12365,0.981424,4.02405e-11,1.89965,0.981424,0.981522,4.02404e-11,1.89963,0.981522,0.981023,4.02409e-11,1.89959,0.981023,0.981023,4.02409e-11,1.89959,0.981023,-3.9469e-10,3.56814e-12,-1.13052e-13,-4.92302e-13,-2.77164e-09,
0.0356114,1.8,1.89955,0,0.980912,0,1.12355,1.8,1.58037,1.89955,0.980912,1.12356,1.58035,1.89962,0.981306,1.18514,1.8,1.89971,0.981231,1.18683,1.58035,1.8,1.18683,1.58035,2.42181e-10,1.18683,1.58037,1.8,1.18514,1.58037,2.28686e-10,1.18514,1.58035,1.8,1.12356,1.58035,4.88653e-11,1.12356,1.58037,1.8,1.12355,1.58037,4.88647e-11,1.12355,0.981231,4.02407e-11,1.89971,0.981231,0.981306,4.02406e-11,1.89962,0.981306,0.980912,4.0241e-11,1.89955,0.980912,0.980912,4.0241e-11,1.89955,0.980912,-1.87547e-11,3.19774e-12,-1.7865e-13,-5.19509e-13,-2.76927e-09,
0.0356342,1.8,1.89951,0,0.98069,0,1.12338,1.8,1.58522,1.89951,0.98069,1.12338,1.5852,1.89961,0.980949,1.15958,1.8,1.89978,0.980902,1.16388,1.5852,1.8,1.16388,1.5852,1.14878e-10,1.16388,1.58522,1.8,1.15958,1.58522,9.92956e-11,1.15958,1.5852,1.8,1.12338,1.5852,4.88637e-11,1.12338,1.58522,1.8,1.12338,1.58522,4.88632e-11,1.12338,0.980902,4.0241e-11,1.89978,0.980902,0.980949,4.02409e-11,1.89961,0.980949,0.98069,4.02412e-11,1.89951,0.98069,0.98069,4.02412e-11,1.89951,0.98069,-4.02829e-12,2.92063e-12,7.61974e-14,-5.47452e-13,-2.45403e-09,
0.0356799,1.8,1.89954,0,0.980248,0,1.12305,1.8,1.59348,1.89954,0.980248,1.12305,1.59345,1.89962,0.98042,1.14302,1.8,1.89979,0.980394,1.14673,1.59345,1.8,1.14673,1.59345,7.75799e-11,1.14673,1.59348,1.8,1.14302,1.59348,7.09138e-11,1.14302,1.59345,1.8,1.12305,1.59345,4.86584e-11,1.12305,1.59348,1.8,1.12305,1.59348,4.86578e-11,1.12305,0.980394,4.02415e-11,1.89979,0.980394,0.98042,4.02415e-11,1.89962,0.98042,0.980248,4.02416e-11,1.89954,0.980248,0.980248,4.02416e-11,1.89954,0.980248,-7.49331e-13,1.83806e-12,-1.39677e-13,-3.36116e-13,-2.00126e-09,
0.0357712,1.8,1.89958,0,0.979368,0,1.12246,1.8,1.60622,1.89958,0.979368,1.12246,1.60619,1.89962,0.979463,1.12957,1.8,1.89976,0.979467,1.13249,1.60619,1.8,1.13249,1.60619,5.78775e-11,1.13249,1.60622,1.8,1.12957,1.60622,5.47423e-11,1.12957,1.60619,1.8,1.12246,1.60619,4.86304e-11,1.12246,1.60622,1.8,1.12246,1.60622,4.86301e-11,1.12246,0.979467,4.02424e-11,1.89976,0.979467,0.979463,4.02424e-11,1.89962,0.979463,0.979368,4.02425e-11,1.89958,0.979368,0.979368,4.02425e-11,1.89958,0.979368,7.02504e-13,2.08368e-12,1.13596e-13,-2.11737e-13,-1.46087e-09,
0.0359538,1.8,1.8996,0,0.977613,0,1.12124,1.8,1.62373,1.8996,0.977613,1.12124,1.6237,1.89963,0.977678,1.12221,1.8,1.89977,0.977695,1.1235,1.6237,1.8,1.1235,1.6237,5.03606e-11,1.1235,1.62373,1.8,1.12221,1.62373,4.92835e-11,1.12221,1.6237,1.8,1.12124,1.6237,4.86875e-11,1.12124,1.62373,1.8,1.12124,1.62373,4.86875e-11,1.12124,0.977695,4.02442e-11,1.89977,0.977695,0.977678,4.02443e-11,1.89963,0.977678,0.977613,4.02443e-11,1.8996,0.977613,0.977613,4.02443e-11,1.8996,0.977613,8.8903e-13,5.57336e-13,-1.87864e-13,-5.4153e-13,-9.51228e-10,
0.036,1.8,1.89955,0,0.97717,0,1.12096,1.8,1.62705,1.89955,0.97717,1.12096,1.62702,1.89962,0.977233,1.12167,1.8,1.89965,0.977251,1.12269,1.62702,1.8,1.12269,1.62702,4.99915e-11,1.12269,1.62705,1.8,1.12167,1.62705,4.91693e-11,1.12167,1.62702,1.8,1.12096,1.62702,4.86093e-11,1.12096,1.62705,1.8,1.12096,1.62705,4.86095e-11,1.12096,0.977251,4.02447e-11,1.89965,0.977251,0.977233,4.02447e-11,1.89962,0.977233,0.97717,4.02448e-11,1.89955,0.97717,0.97717,4.02448e-11,1.89955,0.97717,8.14896e-13,1.46859e-12,9.5248e-14,4.92014e-13,-8.77462e-10,
0.0360128,1.8,1.89951,0,0.976653,0.07683,1.12067,1.8,1.62791,1.89951,0.976653,1.12067,1.62788,1.89961,0.976716,1.12133,1.8,1.89961,0.976734,1.12233,1.62788,1.8,1.12233,1.62788,4.84356e-11,1.12233,1.62791,1.8,1.12133,1.62791,4.76224e-11,1.12133,1.62788,1.8,1.12067,1.62788,4.703e-11,1.12067,1.62791,1.8,1.12067,1.62791,4.70302e-11,1.12067,0.976734,4.31063e-10,1.89961,0.976734,0.976716,4.31062e-10,1.89961,0.976716,0.976653,4.3106e-10,1.89951,0.976653,0.976653,4.3106e-10,1.89951,0.976653,6.06448e-13,6.75364e-13,-2.91949e-10,-1.90108e-13,-8.61796e-10,
0.0360384,1.8,1.8996,0,0.943671,0.23049,1.1036,1.8,1.62959,1.8996,0.943671,1.1036,1.62956,1.89961,0.943737,1.10411,1.8,1.89955,0.943857,1.10814,1.62956,1.8,1.10814,1.62956,-7.36407e-11,1.10814,1.62959,1.8,1.10411,1.62959,-7.7602e-11,1.10411,1.62956,1.8,1.1036,1.62956,-7.80095e-11,1.1036,1.62959,1.8,1.1036,1.62959,-7.80093e-11,1.1036,0.943857,2.29345e-08,1.89955,0.943857,0.943737,2.29342e-08,1.89961,0.943737,0.943671,2.2934e-08,1.8996,0.943671,0.943671,2.2934e-08,1.8996,0.943671,-1.59133e-11,-1.76119e-11,-2.86465e-10,-7.24986e-11,-9.42975e-10,
0.0360448,1.8,1.8996,0,0.90057,0.268905,1.08091,1.8,1.63,1.8996,0.90057,1.08091,1.62997,1.8996,0.900635,1.08138,1.8,1.89957,0.900888,1.08935,1.62997,1.8,1.08935,1.62997,-2.72411e-10,1.08935,1.63,1.8,1.08138,1.63,-2.85895e-10,1.08138,1.62997,1.8,1.08091,1.62997,-2.86555e-10,1.08091,1.63,1.8,1.08091,1.63,-2.86554e-10,1.08091,0.900888,6.07856e-08,1.89957,0.900888,0.900635,6.07838e-08,1.8996,0.900635,0.90057,6.07834e-08,1.8996,0.90057,0.90057,6.07834e-08,1.8996,0.90057,-4.33484e-11,-4.74658e-11,-3.21062e-10,-1.89374e-10,-1.1273e-09,
0.0360576,1.8,1.8996,0,0.582672,0.345735,0.895466,1.8,1.6308,1.8996,0.582672,0.895466,1.63077,1.89959,0.582734,0.895706,1.8,1.89958,0.583872,0.916343,1.63077,1.8,0.916343,1.63077,-1.30835e-09,0.916343,1.6308,1.8,0.895706,1.6308,-1.78861e-09,0.895706,1.63077,1.8,0.895466,1.63077,-1.79176e-09,0.895466,1.6308,1.8,0.895466,1.6308,-1.79176e-09,0.895466,0.583872,3.86946e-07,1.89958,0.583872,0.582734,3.86897e-07,1.89959,0.582734,0.582672,3.86894e-07,1.8996,0.582672,0.582672,3.86894e-07,1.8996,0.582672,-3.37332e-10,-3.46221e-10,-6.00645e-10,-1.2074e-09,-2.6885e-09,
0.0360592,1.8,1.89959,0,0.499439,0.355118,0.84334,1.8,1.6309,1.89959,0.499439,0.843339,1.63087,1.89958,0.4995,0.843524,1.8,1.89957,0.500855,0.864559,1.63087,1.8,0.864559,1.63087,-1.22811e-09,0.864559,1.6309,1.8,0.843524,1.6309,-2.039e-09,0.843524,1.63087,1.8,0.843339,1.63087,-2.0427e-09,0.843339,1.6309,1.8,0.84334,1.6309,-2.0427e-09,0.84334,0.500855,4.79612e-07,1.89957,0.500855,0.499499,4.7954e-07,1.89958,0.4995,0.499438,4.79536e-07,1.89959,0.499439,0.499438,4.79536e-07,1.89959,0.499439,-4.53034e-10,-4.54287e-10,-6.86552e-10,-1.50011e-09,-3.05659e-09,
0.0360623,1.8,1.89958,0,0.289548,0.373884,0.701339,1.8,1.63109,1.89958,0.289548,0.701339,1.63106,1.89957,0.289607,0.701426,1.8,1.89955,0.291492,0.720189,1.63106,1.8,0.720189,1.63106,-7.64093e-10,0.720189,1.63109,1.8,0.701426,1.63109,-2.39778e-09,0.701426,1.63106,1.8,0.701339,1.63106,-2.40044e-09,0.701339,1.63109,1.8,0.701339,1.63109,-2.40044e-09,0.701339,0.291491,7.29224e-07,1.89955,0.291492,0.289606,7.29058e-07,1.89957,0.289607,0.289547,7.29052e-07,1.89958,0.289548,0.289548,7.29052e-07,1.89958,0.289548,-7.98725e-10,-7.86718e-10,-9.09488e-10,-2.2757e-09,-4.07803e-09,
0.0360631,1.8,1.89958,0,0.219512,0.378575,0.650317,1.8,1.63114,1.89958,0.219512,0.650317,1.63111,1.89957,0.219571,0.650388,1.8,1.89954,0.221629,0.668161,1.63111,1.8,0.668161,1.63111,-7.02867e-10,0.668161,1.63114,1.8,0.650388,1.63114,-2.4849e-09,0.650388,1.63111,1.8,0.650317,1.63111,-2.48685e-09,0.650317,1.63114,1.8,0.650317,1.63114,-2.48685e-09,0.650317,0.221628,8.06341e-07,1.89954,0.221629,0.21957,8.0611e-07,1.89957,0.219571,0.219511,8.06103e-07,1.89958,0.219512,0.219511,8.06103e-07,1.89958,0.219512,-9.04576e-10,-8.92314e-10,-9.5431e-10,-2.51946e-09,-4.40164e-09,
0.0360647,1.8,1.89953,0,0.0685377,0.387958,0.537047,1.8,1.63124,1.89953,0.0685377,0.537047,1.63121,1.89952,0.0685862,0.537093,1.8,1.89948,0.0706707,0.552829,1.63121,1.8,0.552829,1.63121,-5.01171e-10,0.552829,1.63124,1.8,0.537093,1.63124,-2.4745e-09,0.537093,1.63121,1.8,0.537047,1.63121,-2.4746e-09,0.537047,1.63124,1.8,0.537047,1.63124,-2.4746e-09,0.537047,0.0706698,9.35834e-07,1.89948,0.0706707,0.0685852,9.31488e-07,1.89952,0.0685862,0.0685367,9.31381e-07,1.89953,0.0685377,0.0685368,9.31382e-07,1.89953,0.0685377,-1.09012e-09,-1.08417e-09,-1.13959e-09,-2.91707e-09,-4.81764e-09,
0.0360651,1.8,1.89945,0,0.0345334,0.390304,0.509339,1.8,1.63126,1.89945,0.0345333,0.509339,1.63123,1.89944,0.0345655,0.509373,1.8,1.89941,0.0360345,0.52411,1.63123,1.8,0.52411,1.63123,1.52972e-10,0.52411,1.63126,1.8,0.509373,1.63126,-1.59286e-09,0.509373,1.63123,1.8,0.509339,1.63123,-1.59148e-09,0.509339,1.63126,1.8,0.509339,1.63126,-1.59148e-09,0.509339,0.0360337,8.00008e-07,1.89941,0.0360345,0.0345648,7.83517e-07,1.89944,0.0345656,0.0345325,7.83143e-07,1.89945,0.0345333,0.0345326,7.83144e-07,1.89945,0.0345334,-9.79591e-10,-9.61279e-10,-1.26414e-09,-2.46519e-09,-4.21034e-09,
0.0360658,1.8,1.89897,0,0.000219666,0.394995,0.472975,1.8,1.63131,1.89897,0.000219659,0.472975,1.63128,1.89896,0.000225637,0.472993,1.8,1.89898,0.000542484,0.484968,1.63128,1.8,0.484968,1.63128,3.2143e-09,0.484968,1.63131,1.8,0.472993,1.63131,2.11127e-09,0.472993,1.63128,1.8,0.472975,1.63128,2.11173e-09,0.472975,1.63131,1.8,0.472975,1.63131,2.11173e-09,0.472975,0.000542465,2.2976e-08,1.89898,0.000542485,0.00022563,1.08022e-08,1.89896,0.000225637,0.000219653,1.05715e-08,1.89897,0.00021966,0.000219659,1.05717e-08,1.89897,0.000219666,-2.99499e-10,-2.50401e-10,-1.68958e-09,-1.75347e-09,-1.04446e-09,
0.0360663,1.8,1.89853,0,9.43297e-06,0.397517,0.465315,1.8,1.63134,1.89853,9.43264e-06,0.465315,1.63131,1.89852,9.74404e-06,0.465327,1.8,1.89857,2.3406e-05,0.475456,1.63131,1.8,0.475456,1.63131,2.35196e-09,0.475456,1.63134,1.8,0.465327,1.63134,1.66078e-09,0.465327,1.63131,1.8,0.465315,1.63131,1.65999e-09,0.465315,1.63134,1.8,0.465315,1.63134,1.65999e-09,0.465315,2.34039e-05,-1.47152e-10,1.89857,2.34063e-05,9.7425e-06,-7.50643e-10,1.89852,9.74439e-06,9.43111e-06,-7.64017e-10,1.89853,9.43298e-06,9.43144e-06,-7.64003e-10,1.89853,9.43331e-06,-2.30133e-10,-2.16686e-10,4.11978e-10,1.33345e-09,-1.03511e-09,
0.0360665,1.8,1.89832,0,1.92522e-06,0.398774,0.461593,1.8,1.63135,1.89832,1.92511e-06,0.461593,1.63132,1.89831,2.02723e-06,0.461603,1.8,1.89837,4.63142e-06,0.471145,1.63132,1.8,0.471145,1.63132,2.08522e-09,0.471145,1.63135,1.8,0.461603,1.63135,1.45847e-09,0.461603,1.63132,1.8,0.461593,1.63132,1.45812e-09,0.461593,1.63135,1.8,0.461593,1.63135,1.45812e-09,0.461593,4.63322e-06,2.24011e-09,1.89837,4.63176e-06,2.02921e-06,2.1533e-09,1.89831,2.02756e-06,1.92709e-06,2.14947e-09,1.89832,1.92544e-06,1.9272e-06,2.14947e-09,1.89832,1.92555e-06,-9.88366e-11,-6.20518e-11,-1.65877e-09,-1.41511e-09,-9.42439e-10,
0.0360668,1.8,1.89795,0,2.34652e-06,0.40088,0.45738,1.8,1.63137,1.89795,2.34657e-06,0.45738,1.63134,1.89794,2.2981e-06,0.45739,1.8,1.89803,2.71545e-06,0.46622,1.63134,1.8,0.46622,1.63134,1.6617e-09,0.46622,1.63137,1.8,0.45739,1.63137,1.3412e-09,0.45739,1.63134,1.8,0.45738,1.63134,1.33847e-09,0.45738,1.63137,1.8,0.45738,1.63137,1.33847e-09,0.45738,2.71425e-06,-9.71894e-10,1.89803,2.71579e-06,2.29687e-06,-1.03562e-09,1.89794,2.29845e-06,2.34534e-06,-1.03424e-09,1.89795,2.34691e-06,2.34529e-06,-1.03424e-09,1.89795,2.34686e-06,-2.54881e-10,-2.63964e-10,4.01494e-10,1.35879e-09,-1.00468e-09,
0.0360675,1.8,1.89724,0,8.12243e-06,0.405092,0.450128,1.8,1.63141,1.89724,8.12243e-06,0.450128,1.63138,1.89723,8.12408e-06,0.450133,1.8,1.89735,4.72677e-06,0.457248,1.63138,1.8,0.457248,1.63138,1.28216e-09,0.457248,1.63141,1.8,0.450133,1.63141,8.61793e-10,0.450133,1.63138,1.8,0.450128,1.63138,8.63887e-10,0.450128,1.63141,1.8,0.450128,1.63141,8.63885e-10,0.450128,4.7286e-06,2.26497e-09,1.89735,4.72712e-06,8.12579e-06,2.4669e-09,1.89723,8.12441e-06,8.12414e-06,2.46753e-09,1.89724,8.12276e-06,8.12415e-06,2.46753e-09,1.89724,8.12276e-06,1.09764e-13,1.48199e-11,-1.68329e-09,-1.41008e-09,-9.75814e-10,
0.0360689,1.8,1.89586,0,1.09183e-05,0.413515,0.440193,1.8,1.6315,1.89586,1.09183e-05,0.440193,1.63147,1.89586,1.09156e-05,0.440197,1.8,1.89605,1.19009e-05,0.446621,1.63147,1.8,0.446621,1.63147,8.04432e-10,0.446621,1.6315,1.8,0.440197,1.6315,7.73297e-10,0.440197,1.63147,1.8,0.440193,1.63147,7.70942e-10,0.440193,1.6315,1.8,0.440193,1.6315,7.70944e-10,0.440193,1.18992e-05,-4.01075e-10,1.89605,1.19012e-05,1.09139e-05,-4.98198e-10,1.89586,1.09159e-05,1.09167e-05,-4.98758e-10,1.89586,1.09187e-05,1.09167e-05,-4.98757e-10,1.89586,1.09187e-05,-1.98337e-10,-2.06289e-10,3.5358e-10,1.35827e-09,-1.0029e-09,
0.0360717,1.8,1.89331,0,1.07436e-05,0.430362,0.427478,1.8,1.63167,1.89331,1.07436e-05,0.427478,1.63164,1.8933,1.07445e-05,0.42748,1.8,1.89361,9.83068e-06,0.433436,1.63164,1.8,0.433436,1.63164,5.7547e-10,0.433436,1.63167,1.8,0.42748,1.63167,3.34723e-10,0.42748,1.63164,1.8,0.427478,1.63164,3.36962e-10,0.427478,1.63167,1.8,0.427478,1.63167,3.3696e-10,0.427478,9.83214e-06,2.8301e-09,1.89361,9.83102e-06,1.07459e-05,2.93841e-09,1.8933,1.07448e-05,1.0745e-05,2.93905e-09,1.89331,1.07439e-05,1.0745e-05,2.93905e-09,1.89331,1.07439e-05,7.1676e-11,8.29799e-11,-1.76956e-09,-1.40784e-09,-9.65265e-10,
0.0360773,1.8,1.88879,0,8.24347e-06,0.464056,0.413059,1.8,1.63201,1.88879,8.24347e-06,0.413059,1.63198,1.88878,8.24271e-06,0.41306,1.8,1.88929,8.67011e-06,0.418416,1.63198,1.8,0.418416,1.63198,2.74663e-10,0.418416,1.63201,1.8,0.41306,1.63201,3.63861e-10,0.41306,1.63198,1.8,0.413059,1.63198,3.61574e-10,0.413059,1.63201,1.8,0.413059,1.63201,3.61577e-10,0.413059,8.66825e-06,8.07366e-11,1.88929,8.67044e-06,8.24086e-06,-1.15369e-11,1.88878,8.24306e-06,8.24162e-06,-1.21582e-11,1.88879,8.24381e-06,8.24162e-06,-1.21574e-11,1.88879,8.24382e-06,-1.43637e-10,-1.53263e-10,2.22827e-10,1.36386e-09,-9.91369e-10,
0.0360886,1.8,1.88141,0,4.48658e-06,0.531444,0.398608,1.8,1.63269,1.88141,4.48658e-06,0.398608,1.63266,1.88141,4.48691e-06,0.398608,1.8,1.88217,4.25327e-06,0.403318,1.63266,1.8,0.403318,1.63266,2.36724e-10,0.403318,1.63269,1.8,0.398608,1.63269,6.89426e-11,0.398608,1.63266,1.8,0.398608,1.63266,7.1213e-11,0.398608,1.63269,1.8,0.398608,1.63269,7.12109e-11,0.398608,4.2546e-06,3.24392e-09,1.88217,4.25361e-06,4.48823e-06,3.34098e-09,1.88141,4.48724e-06,4.4879e-06,3.34161e-09,1.88141,4.48691e-06,4.4879e-06,3.34161e-09,1.88141,4.48691e-06,1.06948e-10,1.17446e-10,-1.89655e-09,-1.39986e-09,-9.49065e-10,
0.036111,1.8,1.87052,0,2.12442e-06,0.66622,0.385035,1.8,1.634,1.87052,2.12442e-06,0.385034,1.63397,1.87052,2.12426e-06,0.385035,1.8,1.87158,2.22478e-06,0.388993,1.63397,1.8,0.388993,1.63397,8.23086e-11,0.388993,1.634,1.8,0.385035,1.634,2.1023e-10,0.385035,1.63397,1.8,0.385034,1.63397,2.07954e-10,0.385034,1.634,1.8,0.385035,1.634,2.07957e-10,0.385035,2.22285e-06,2.65284e-10,1.87158,2.2251e-06,2.12234e-06,1.71301e-10,1.87052,2.1246e-06,2.12249e-06,1.70671e-10,1.87052,2.12476e-06,2.12249e-06,1.70672e-10,1.87052,2.12476e-06,-1.2441e-10,-1.34394e-10,1.71872e-10,1.3733e-09,-9.60754e-10,
0.036156,1.8,1.85609,0,1.03796e-06,0.935772,0.374979,1.8,1.63651,1.85609,1.03796e-06,0.374979,1.63648,1.85609,1.03803e-06,0.374979,1.8,1.85743,9.86923e-07,0.377743,1.63648,1.8,0.377743,1.63648,1.35059e-10,0.377743,1.63651,1.8,0.374979,1.63651,-1.24508e-11,0.374979,1.63648,1.8,0.374979,1.63648,-1.0177e-11,0.374979,1.63651,1.8,0.374979,1.63651,-1.01791e-11,0.374979,9.88219e-07,3.287e-09,1.85743,9.87257e-07,1.03932e-06,3.38295e-09,1.85609,1.03835e-06,1.03924e-06,3.38359e-09,1.85609,1.03828e-06,1.03924e-06,3.38358e-09,1.85609,1.03828e-06,1.17868e-10,1.28232e-10,-1.9002e-09,-1.39101e-09,-8.8705e-10,
0.0362458,1.8,1.83857,0,5.62147e-07,1.47488,0.368685,1.8,1.64109,1.83857,5.62147e-07,0.368685,1.64106,1.83857,5.62107e-07,0.368685,1.8,1.84016,5.88864e-07,0.369669,1.64106,1.8,0.369669,1.64106,3.23439e-11,0.369669,1.64109,1.8,0.368685,1.64109,1.71868e-10,0.368685,1.64106,1.8,0.368685,1.64106,1.69593e-10,0.368685,1.64109,1.8,0.368685,1.64109,1.69596e-10,0.368685,5.86924e-07,2.73744e-10,1.84016,5.89182e-07,5.60175e-07,1.791e-10,1.83857,5.62438e-07,5.60215e-07,1.78469e-10,1.83857,5.62478e-07,5.60215e-07,1.7847e-10,1.83857,5.62478e-07,-1.18561e-10,-1.28655e-10,1.74092e-10,1.38009e-09,-8.46766e-10,
0.0363,1.8,1.83161,0,4.66409e-07,1.8,0.368325,1.8,1.6436,1.83161,4.66409e-07,0.368325,1.64357,1.83161,4.66442e-07,0.368325,1.8,1.83329,4.43995e-07,0.36882,1.64357,1.8,0.36882,1.64357,1.16526e-10,0.36882,1.6436,1.8,0.368325,1.6436,-2.54246e-11,0.368325,1.64357,1.8,0.368325,1.64357,-2.31506e-11,0.368325,1.6436,1.8,0.368325,1.6436,-2.31525e-11,0.368325,4.45289e-07,3.28907e-09,1.83329,4.44324e-07,4.67728e-07,3.38391e-09,1.83161,4.66757e-07,4.67695e-07,3.38454e-09,1.83161,4.66724e-07,4.67695e-07,3.38454e-09,1.83161,4.66724e-07,1.19615e-10,1.29831e-10,-1.89872e-09,-1.3876e-09,-7.78626e-10,
0.0363135,1.8,1.8301,0,1.51872e-07,1.8,0.368266,1.8,1.6442,1.8301,1.51872e-07,0.368265,1.64417,1.8301,1.51873e-07,0.368266,1.8,1.83179,1.5088e-07,0.368686,1.64417,1.8,0.368686,1.64417,7.3726e-11,0.368686,1.6442,1.8,0.368266,1.6442,7.30139e-11,0.368266,1.64417,1.8,0.368265,1.64417,7.30133e-11,0.368265,1.6442,1.8,0.368266,1.6442,7.30139e-11,0.368266,1.50558e-07,3.22227e-10,1.83179,1.51203e-07,1.51551e-07,3.22167e-10,1.8301,1.52195e-07,1.5155e-07,3.22167e-10,1.8301,1.52194e-07,1.5155e-07,3.22167e-10,1.8301,1.52194e-07,5.49352e-13,5.86749e-13,-4.23641e-14,-3.06083e-12,-7.86344e-10,
0.0363406,1.8,1.82712,0,1.42966e-07,1.8,0.368121,1.8,1.64538,1.82712,1.42966e-07,0.36812,1.64535,1.82712,1.42965e-07,0.368121,1.8,1.82882,1.43055e-07,0.368329,1.64535,1.8,0.368329,1.64535,7.3121e-11,0.368329,1.64538,1.8,0.368121,1.64538,7.27714e-11,0.368121,1.64535,1.8,0.36812,1.64535,7.27708e-11,0.36812,1.64538,1.8,0.368121,1.64538,7.27714e-11,0.368121,1.42733e-07,3.21489e-10,1.82882,1.43377e-07,1.42644e-07,3.21288e-10,1.82712,1.43287e-07,1.42644e-07,3.21289e-10,1.82712,1.43287e-07,1.42644e-07,3.21289e-10,1.82712,1.43287e-07,5.17853e-13,5.38704e-13,1.61518e-15,-1.77346e-12,-7.71545e-10,
0.0363948,1.8,1.8216,0,1.42741e-07,1.8,0.367926,1.8,1.64764,1.8216,1.42741e-07,0.367926,1.64761,1.8216,1.42741e-07,0.367926,1.8,1.82323,1.42888e-07,0.367823,1.64761,1.8,0.367823,1.64761,7.22696e-11,0.367823,1.64764,1.8,0.367926,1.64764,7.24467e-11,0.367926,1.64761,1.8,0.367926,1.64761,7.2446e-11,0.367926,1.64764,1.8,0.367926,1.64764,7.24467e-11,0.367926,1.42566e-07,3.21117e-10,1.82323,1.43208e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,1.4242e-07,3.20788e-10,1.8216,1.43062e-07,5.12196e-13,5.08775e-13,-1.57119e-15,-1.00669e-12,-7.42433e-10,
0.0365032,1.8,1.81327,0,1.42038e-07,1.8,0.36789,1.8,1.6518,1.81327,1.42038e-07,0.36789,1.65177,1.81327,1.42038e-07,0.36789,1.8,1.815,1.41988e-07,0.368008,1.65177,1.8,0.368008,1.65177,7.256e-11,0.368008,1.6518,1.8,0.36789,1.6518,7.23635e-11,0.36789,1.65177,1.8,0.36789,1.65177,7.23627e-11,0.36789,1.6518,1.8,0.36789,1.6518,7.23635e-11,0.36789,1.41669e-07,3.19091e-10,1.815,1.42307e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,1.41718e-07,3.19203e-10,1.81327,1.42357e-07,6.29097e-13,6.04595e-13,1.57022e-15,-3.20507e-12,-6.88621e-10,
0.0367199,1.8,1.80074,0,1.40799e-07,1.8,0.368152,1.8,1.65899,1.80074,1.40799e-07,0.368152,1.65896,1.80074,1.40799e-07,0.368152,1.8,1.80228,1.40965e-07,0.367521,1.65896,1.8,0.367521,1.65896,7.17579e-11,0.367521,1.65899,1.8,0.368152,1.65899,7.2825e-11,0.368152,1.65896,1.8,0.368152,1.65896,7.28239e-11,0.368152,1.65899,1.8,0.368152,1.65899,7.2825e-11,0.368152,1.40648e-07,3.16796e-10,1.80228,1.41281e-07,1.40482e-07,3.16423e-10,1.80074,1.41116e-07,1.40483e-07,3.16423e-10,1.80074,1.41116e-07,1.40483e-07,3.16423e-10,1.80074,1.41116e-07,4.81478e-13,4.23918e-13,-1.57162e-15,7.0464e-13,-6.17324e-10,
