1:FourPixel,
Transient Analysis,
Tue Nov 20 15:05:46 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\FourPixel.cir,
time [sec],v(vdd) [V],v(11:n1) [V],v(expose) [V],v(11:n2) [V],v(erase) [V],v(11:n3) [V],v(nre_r1) [V],v(out1) [V],v(12:n1) [V],v(12:n2) [V],v(12:n3) [V],v(out2) [V],v(21:n1) [V],v(21:n2) [V],v(21:n3) [V],v(nre_r2) [V],v(22:n1) [V],v(22:n2) [V],v(22:n3) [V],v(m:22:c.drain) [V],v(m:22:c.source) [V],v(m:22:p4.drain) [V],v(m:22:p4.source) [V],v(m:22:p3.drain) [V],v(m:22:p3.source) [V],v(m:21:c.drain) [V],v(m:21:c.source) [V],v(m:21:p4.drain) [V],v(m:21:p4.source) [V],v(m:21:p3.drain) [V],v(m:21:p3.source) [V],v(m:12:c.drain) [V],v(m:12:c.source) [V],v(m:12:p4.drain) [V],v(m:12:p4.source) [V],v(m:12:p3.drain) [V],v(m:12:p3.source) [V],v(m:11:c.drain) [V],v(m:11:c.source) [V],v(m:11:p4.drain) [V],v(m:11:p4.source) [V],v(m:11:p3.drain) [V],v(m:11:p3.source) [V],v(m:22:n2.drain) [V],v(m:22:n2.source) [V],v(m:22:n1.drain) [V],v(m:22:n1.source) [V],v(m:21:n2.drain) [V],v(m:21:n2.source) [V],v(m:21:n1.drain) [V],v(m:21:n1.source) [V],v(m:12:n2.drain) [V],v(m:12:n2.source) [V],v(m:12:n1.drain) [V],v(m:12:n1.source) [V],v(m:11:n2.drain) [V],v(m:11:n2.source) [V],v(m:11:n1.drain) [V],v(m:11:n1.source) [V],i(vnre_r2) [A],i(vnre_r1) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0101742,1.8,0.448571,1.8,0.448571,0,0.739368,1.8,1.75953,0.448571,0.448571,0.739356,1.75951,0.448571,0.448571,0.739368,1.8,0.450558,0.450558,0.740478,1.75951,1.8,0.740478,1.75951,9.9824e-11,0.740478,1.75953,1.8,0.739368,1.75953,1.00996e-10,0.739368,1.75951,1.8,0.739356,1.75951,1.00965e-10,0.739356,1.75953,1.8,0.739368,1.75953,1.00996e-10,0.739368,0.450558,4.08414e-11,0.450558,0.450558,0.448571,4.08438e-11,0.448571,0.448571,0.448571,4.08438e-11,0.448571,0.448571,0.448571,4.08438e-11,0.448571,0.448571,1.55405e-13,1.67952e-13,1.42841e-13,8.44356e-12,-2.68057e-10,
0.0113742,1.8,0.483989,1.8,0.483989,0,0.76676,1.8,1.75956,0.483989,0.483989,0.766749,1.75953,0.483989,0.483989,0.76676,1.8,0.485866,0.485866,0.768155,1.75953,1.8,0.768155,1.75953,9.89922e-11,0.768155,1.75956,1.8,0.76676,1.75956,9.92735e-11,0.76676,1.75953,1.8,0.766749,1.75953,9.92442e-11,0.766749,1.75956,1.8,0.76676,1.75956,9.92734e-11,0.76676,0.485866,4.07993e-11,0.485866,0.485866,0.483989,4.08015e-11,0.483989,0.483989,0.483989,4.08015e-11,0.483989,0.483989,0.483989,4.08015e-11,0.483989,0.483989,4.7966e-13,4.71492e-13,1.76934e-13,8.24154e-12,-2.64305e-10,
0.0125742,1.8,0.519143,1.8,0.519143,0,0.794431,1.8,1.75958,0.519143,0.519143,0.794419,1.75956,0.519143,0.519143,0.794431,1.8,0.520886,0.520886,0.795301,1.75956,1.8,0.795301,1.75956,9.75168e-11,0.795301,1.75958,1.8,0.794431,1.75958,9.87915e-11,0.794431,1.75956,1.8,0.794419,1.75956,9.87617e-11,0.794419,1.75958,1.8,0.794431,1.75958,9.87916e-11,0.794431,0.520886,4.07573e-11,0.520886,0.520886,0.519143,4.07594e-11,0.519143,0.519143,0.519143,4.07594e-11,0.519143,0.519143,0.519143,4.07594e-11,0.519143,0.519143,1.52339e-13,1.53234e-13,1.34534e-13,8.39487e-12,-2.66863e-10,
0.0137742,1.8,0.554047,1.8,0.554047,0,0.821372,1.8,1.7596,0.554047,0.554047,0.82136,1.75958,0.554047,0.554047,0.821372,1.8,0.555644,0.555644,0.822502,1.75958,1.8,0.822502,1.75958,9.68804e-11,0.822502,1.7596,1.8,0.821372,1.7596,9.72177e-11,0.821372,1.75958,1.8,0.82136,1.75958,9.71886e-11,0.82136,1.7596,1.8,0.821372,1.7596,9.72177e-11,0.821372,0.555644,4.07157e-11,0.555644,0.555644,0.554047,4.07176e-11,0.554047,0.554047,0.554047,4.07176e-11,0.554047,0.554047,0.554047,4.07176e-11,0.554047,0.554047,4.66028e-13,4.465e-13,1.81643e-13,8.13265e-12,-2.63227e-10,
0.0149742,1.8,0.588709,1.8,0.588709,0,0.848485,1.8,1.75962,0.588709,0.588709,0.848473,1.7596,0.588709,0.588709,0.848485,1.8,0.59017,0.59017,0.84919,1.7596,1.8,0.84919,1.7596,9.54334e-11,0.84919,1.75962,1.8,0.848485,1.75962,9.65286e-11,0.848485,1.7596,1.8,0.848473,1.7596,9.64992e-11,0.848473,1.75962,1.8,0.848485,1.75962,9.65286e-11,0.848485,0.59017,4.06745e-11,0.59017,0.59017,0.588709,4.06763e-11,0.588709,0.588709,0.588709,4.06763e-11,0.588709,0.588709,0.588709,4.06763e-11,0.588709,0.588709,1.55061e-13,1.71346e-13,1.34783e-13,8.2308e-12,-2.65805e-10,
0.0161742,1.8,0.623106,1.8,0.623106,0,0.874976,1.8,1.75964,0.623106,0.623106,0.874965,1.75962,0.623106,0.623106,0.874976,1.8,0.624426,0.624425,0.875932,1.75962,1.8,0.875932,1.75962,9.48187e-11,0.875932,1.75964,1.8,0.874976,1.75964,9.50866e-11,0.874976,1.75962,1.8,0.874965,1.75962,9.50585e-11,0.874965,1.75964,1.8,0.874976,1.75964,9.50866e-11,0.874976,0.624425,4.0634e-11,0.624426,0.624425,0.623106,4.06355e-11,0.623106,0.623106,0.623106,4.06355e-11,0.623106,0.623106,0.623106,4.06355e-11,0.623106,0.623106,4.58424e-13,4.54391e-13,1.77301e-13,8.04562e-12,-2.62044e-10,
0.0173742,1.8,0.657244,1.8,0.657244,0,0.901582,1.8,1.75966,0.657244,0.657244,0.90157,1.75964,0.657244,0.657244,0.901582,1.8,0.658437,0.658437,0.902141,1.75964,1.8,0.902141,1.75964,9.35431e-11,0.902141,1.75966,1.8,0.901582,1.75966,9.43866e-11,0.901582,1.75964,1.8,0.90157,1.75964,9.43576e-11,0.90157,1.75966,1.8,0.901582,1.75966,9.43866e-11,0.901582,0.658437,4.05941e-11,0.658437,0.658437,0.657244,4.05955e-11,0.657244,0.657244,0.657244,4.05955e-11,0.657244,0.657244,0.657244,4.05955e-11,0.657244,0.657244,1.36216e-13,1.6769e-13,1.25705e-13,8.08565e-12,-2.64624e-10,
0.0185742,1.8,0.691139,1.8,0.691139,0,0.927625,1.8,1.75968,0.691139,0.691139,0.927613,1.75966,0.691139,0.691139,0.927626,1.8,0.692241,0.692241,0.928311,1.75966,1.8,0.928311,1.75966,9.25918e-11,0.928311,1.75968,1.8,0.927626,1.75968,9.30625e-11,0.927626,1.75966,1.8,0.927613,1.75966,9.30342e-11,0.927613,1.75968,1.8,0.927625,1.75968,9.30625e-11,0.927625,0.692241,4.05548e-11,0.692241,0.692241,0.691139,4.05561e-11,0.691139,0.691139,0.691139,4.05561e-11,0.691139,0.691139,0.691139,4.05561e-11,0.691139,0.691139,4.66106e-13,4.40512e-13,1.8145e-13,7.85259e-12,-2.60991e-10,
0.0197742,1.8,0.724815,1.8,0.724815,0,0.953777,1.8,1.7597,0.724815,0.724815,0.953764,1.75968,0.724815,0.724815,0.953776,1.8,0.725749,0.725749,0.954055,1.75968,1.8,0.954055,1.75968,9.13457e-11,0.954055,1.7597,1.8,0.953776,1.7597,9.23628e-11,0.953776,1.75968,1.8,0.953764,1.75968,9.23342e-11,0.953764,1.7597,1.8,0.953777,1.7597,9.23629e-11,0.953777,0.725749,4.05163e-11,0.725749,0.725749,0.724815,4.05174e-11,0.724815,0.724815,0.724815,4.05174e-11,0.724815,0.724815,0.724815,4.05174e-11,0.724815,0.724815,1.33426e-13,1.43446e-13,1.25574e-13,7.90678e-12,-2.63536e-10,
0.0209742,1.8,0.758298,1.8,0.758298,0,0.979438,1.8,1.75972,0.758298,0.758298,0.979426,1.7597,0.758298,0.758298,0.979438,1.8,0.759011,0.759011,0.979729,1.7597,1.8,0.979729,1.7597,9.04073e-11,0.979729,1.75972,1.8,0.979438,1.75972,9.11431e-11,0.979438,1.7597,1.8,0.979426,1.7597,9.11155e-11,0.979426,1.75972,1.8,0.979438,1.75972,9.11432e-11,0.979438,0.759011,4.04786e-11,0.759011,0.759011,0.758298,4.04794e-11,0.758298,0.758298,0.758298,4.04794e-11,0.758298,0.758298,0.758298,4.04794e-11,0.758298,0.758298,4.53321e-13,4.07573e-13,1.77286e-13,7.46304e-12,-2.59939e-10,
0.0221742,1.8,0.791459,1.8,0.791459,0,1.00498,1.8,1.75974,0.791459,0.791459,1.00497,1.75972,0.791459,0.791459,1.00498,1.8,0.792044,0.792044,1.00513,1.75972,1.8,1.00513,1.75972,8.96222e-11,1.00513,1.75974,1.8,1.00498,1.75974,9.01844e-11,1.00498,1.75972,1.8,1.00497,1.75972,9.01563e-11,1.00497,1.75974,1.8,1.00498,1.75974,9.01843e-11,1.00498,0.792044,4.04417e-11,0.792044,0.792044,0.791459,4.04423e-11,0.791459,0.791459,0.791459,4.04423e-11,0.791459,0.791459,0.791459,4.04423e-11,0.791459,0.791459,1.27184e-13,1.74525e-13,1.16831e-13,8.22945e-12,-2.62525e-10,
0.0233742,1.8,0.82438,1.8,0.82438,0,1.03013,1.8,1.75976,0.82438,0.82438,1.03012,1.75974,0.82438,0.82438,1.03013,1.8,0.824868,0.824868,1.03029,1.75974,1.8,1.03029,1.75974,8.84753e-11,1.03029,1.75976,1.8,1.03013,1.75976,8.89875e-11,1.03013,1.75974,1.8,1.03012,1.75974,8.89597e-11,1.03012,1.75976,1.8,1.03013,1.75976,8.89872e-11,1.03013,0.824868,4.04055e-11,0.824868,0.824868,0.82438,4.0406e-11,0.82438,0.82438,0.82438,4.0406e-11,0.82438,0.82438,0.82438,4.0406e-11,0.82438,0.82438,4.60155e-13,4.2694e-13,1.81476e-13,7.26225e-12,-2.58839e-10,
0.0245742,1.8,0.857074,1.8,0.857074,0,1.05531,1.8,1.75978,0.857074,0.857074,1.05529,1.75976,0.857074,0.857074,1.05531,1.8,0.857397,0.857397,1.05523,1.75976,1.8,1.05523,1.75976,8.77206e-11,1.05523,1.75978,1.8,1.05531,1.75978,8.83519e-11,1.05531,1.75976,1.8,1.05529,1.75976,8.83235e-11,1.05529,1.75978,1.8,1.05531,1.75978,8.83519e-11,1.05531,0.857397,4.03701e-11,0.857397,0.857397,0.857074,4.03705e-11,0.857074,0.857074,0.857074,4.03705e-11,0.857074,0.857074,0.857074,4.03705e-11,0.857074,0.857074,1.05334e-13,1.46785e-13,1.16697e-13,8.03257e-12,-2.61396e-10,
0.0257742,1.8,0.889495,1.8,0.889495,0,1.07998,1.8,1.7598,0.889495,0.889494,1.07997,1.75978,0.889495,0.889494,1.07998,1.8,0.889692,0.889692,1.07991,1.75978,1.8,1.07991,1.75978,8.65913e-11,1.07991,1.7598,1.8,1.07998,1.7598,8.71599e-11,1.07998,1.75978,1.8,1.07997,1.75978,8.71326e-11,1.07997,1.7598,1.8,1.07998,1.7598,8.71599e-11,1.07998,0.889692,4.03356e-11,0.889692,0.889692,0.889494,4.03358e-11,0.889495,0.889494,0.889494,4.03358e-11,0.889495,0.889494,0.889495,4.03358e-11,0.889495,0.889495,4.27447e-13,3.8848e-13,1.76744e-13,7.30584e-12,-2.57786e-10,
0.0269742,1.8,0.921686,1.8,0.921686,0,1.10458,1.8,1.75982,0.921686,0.921686,1.10457,1.7598,0.921686,0.921686,1.10458,1.8,0.921772,0.921772,1.10429,1.7598,1.8,1.10429,1.7598,8.55429e-11,1.10429,1.75982,1.8,1.10458,1.75982,8.62816e-11,1.10458,1.7598,1.8,1.10457,1.7598,8.62536e-11,1.10457,1.75982,1.8,1.10458,1.75982,8.62816e-11,1.10458,0.921772,4.03018e-11,0.921772,0.921772,0.921686,4.03019e-11,0.921686,0.921686,0.921686,4.03019e-11,0.921686,0.921686,0.921686,4.03019e-11,0.921686,0.921686,1.30543e-13,1.72009e-13,1.07535e-13,7.89469e-12,-2.6042e-10,
0.0281742,1.8,0.953652,1.8,0.953652,0,1.12883,1.8,1.75984,0.953652,0.953652,1.12882,1.75982,0.953652,0.953652,1.12883,1.8,0.953611,0.953611,1.12853,1.75982,1.8,1.12853,1.75982,8.46343e-11,1.12853,1.75984,1.8,1.12883,1.75984,8.51092e-11,1.12883,1.75982,1.8,1.12882,1.75982,8.50814e-11,1.12882,1.75984,1.8,1.12883,1.75984,8.51092e-11,1.12883,0.953611,4.02688e-11,0.953611,0.953611,0.953652,4.02688e-11,0.953652,0.953652,0.953652,4.02688e-11,0.953652,0.953652,0.953652,4.02688e-11,0.953652,0.953652,4.42899e-13,4.03928e-13,1.82044e-13,7.19443e-12,-2.56811e-10,
0.0293742,1.8,0.985388,1.8,0.985388,0,1.15302,1.8,1.75986,0.985388,0.985388,1.153,1.75983,0.985388,0.985388,1.15302,1.8,0.985226,0.985226,1.15255,1.75983,1.8,1.15255,1.75983,8.37605e-11,1.15255,1.75986,1.8,1.15302,1.75986,8.44983e-11,1.15302,1.75983,1.8,1.153,1.75983,8.44702e-11,1.153,1.75986,1.8,1.15302,1.75986,8.44984e-11,1.15302,0.985226,4.02366e-11,0.985226,0.985226,0.985388,4.02365e-11,0.985388,0.985388,0.985388,4.02365e-11,0.985388,0.985388,0.985388,4.02365e-11,0.985388,0.985388,1.0631e-13,1.47279e-13,1.0868e-13,7.70698e-12,-2.59398e-10,
0.0305742,1.8,1.01691,1.8,1.01691,0,1.17686,1.8,1.75987,1.01691,1.01691,1.17685,1.75985,1.01691,1.01691,1.17686,1.8,1.01665,1.01665,1.17634,1.75985,1.8,1.17634,1.75985,8.27489e-11,1.17634,1.75987,1.8,1.17686,1.75987,8.3337e-11,1.17686,1.75985,1.8,1.17685,1.75985,8.33096e-11,1.17685,1.75987,1.8,1.17686,1.75987,8.3337e-11,1.17686,1.01665,4.02052e-11,1.01665,1.01665,1.01691,4.02049e-11,1.01691,1.01691,1.01691,4.02049e-11,1.01691,1.01691,1.01691,4.02049e-11,1.01691,1.01691,4.23451e-13,3.69942e-13,1.79254e-13,6.8541e-12,-2.5578e-10,
0.0313,1.8,1.03591,1.8,1.03591,0,1.19123,1.8,1.75988,1.03591,1.03591,1.19121,1.75986,1.03591,1.03591,1.19123,1.8,1.03557,1.03557,1.19068,1.75986,1.8,1.19068,1.75986,8.23257e-11,1.19068,1.75988,1.8,1.19123,1.75988,8.28683e-11,1.19123,1.75986,1.8,1.19121,1.75986,8.28406e-11,1.19121,1.75988,1.8,1.19123,1.75988,8.2868e-11,1.19123,1.03557,4.01865e-11,1.03557,1.03557,1.03591,4.01862e-11,1.03591,1.03591,1.03591,4.01862e-11,1.03591,1.03591,1.03591,4.01862e-11,1.03591,1.03591,1.1076e-13,1.71286e-13,1.02099e-13,7.17048e-12,-2.58567e-10,
0.03133,1.8,1.03173,1.62,1.03174,0,1.18879,1.8,1.75988,1.03173,1.03174,1.18878,1.75986,1.03173,1.03174,1.1888,1.8,1.03141,1.03141,1.1889,1.75986,1.8,1.1889,1.75986,7.62708e-11,1.1889,1.75988,1.8,1.1888,1.75988,7.56698e-11,1.1888,1.75986,1.8,1.18878,1.75986,7.56422e-11,1.18878,1.75988,1.8,1.18879,1.75988,7.56691e-11,1.18879,1.03141,4.01906e-11,1.03141,1.03141,1.03174,4.01903e-11,1.03173,1.03174,1.03174,4.01903e-11,1.03173,1.03174,1.03174,4.01903e-11,1.03173,1.03174,-9.84086e-13,-9.74734e-13,-8.20834e-13,1.04857e-09,-2.8942e-10,
0.03139,1.8,1.07707,1.26,1.02806,0,1.18634,1.8,1.75989,1.07707,1.02806,1.18633,1.75986,1.07707,1.02806,1.18634,1.8,1.07394,1.02774,1.18653,1.75986,1.8,1.18653,1.75986,8.57094e-11,1.18653,1.75989,1.8,1.18634,1.75989,8.46664e-11,1.18634,1.75986,1.8,1.18633,1.75986,8.46383e-11,1.18633,1.75989,1.8,1.18634,1.75989,8.4666e-11,1.18634,1.02774,4.01942e-11,1.07394,1.02774,1.02806,4.01939e-11,1.07707,1.02806,1.02806,4.01939e-11,1.07707,1.02806,1.02806,4.01939e-11,1.07707,1.02806,-1.15885e-13,-1.43318e-13,1.53457e-13,1.82883e-10,-1.72278e-11,
0.03151,1.8,1.09107,0.54,1.02339,0,1.18266,1.8,1.75989,1.09107,1.02339,1.18264,1.75987,1.09107,1.02339,1.18266,1.8,1.08714,1.02309,1.18282,1.75987,1.8,1.18282,1.75987,7.89397e-11,1.18282,1.75989,1.8,1.18266,1.75989,7.82474e-11,1.18266,1.75987,1.8,1.18264,1.75987,7.82196e-11,1.18264,1.75989,1.8,1.18266,1.75989,7.82477e-11,1.18266,1.02309,4.01988e-11,1.08714,1.02309,1.02339,4.01985e-11,1.09107,1.02339,1.02339,4.01985e-11,1.09107,1.02339,1.02339,4.01985e-11,1.09107,1.02339,-8.00856e-13,-7.67726e-13,-6.1717e-13,1.07664e-09,-4.76874e-10,
0.0316,1.8,1.10659,0,1.01971,0,1.17988,1.8,1.75989,1.10659,1.01971,1.17986,1.75987,1.10659,1.01971,1.17988,1.8,1.10174,1.01942,1.18,1.75987,1.8,1.18,1.75987,8.56536e-11,1.18,1.75989,1.8,1.17988,1.75989,8.4805e-11,1.17988,1.75987,1.8,1.17986,1.75987,8.47768e-11,1.17986,1.75989,1.8,1.17988,1.75989,8.4805e-11,1.17988,1.01942,4.02024e-11,1.10174,1.01942,1.01971,4.02022e-11,1.10659,1.01971,1.01971,4.02022e-11,1.10659,1.01971,1.01971,4.02021e-11,1.10659,1.01971,-4.82288e-14,-7.63971e-14,1.72878e-13,3.19809e-10,-4.9803e-13,
0.0316093,1.8,1.11693,0,1.01963,0,1.17967,1.8,1.75989,1.11693,1.01963,1.17965,1.75987,1.11693,1.01963,1.17967,1.8,1.11146,1.01934,1.17977,1.75987,1.8,1.17977,1.75987,8.32807e-11,1.17977,1.75989,1.8,1.17967,1.75989,8.26349e-11,1.17967,1.75987,1.8,1.17965,1.75987,8.26072e-11,1.17965,1.75989,1.8,1.17967,1.75989,8.26355e-11,1.17967,1.01934,4.02025e-11,1.11146,1.01934,1.01963,4.02022e-11,1.11693,1.01963,1.01963,4.02022e-11,1.11693,1.01963,1.01963,4.02022e-11,1.11693,1.01963,-2.35348e-13,-2.14527e-13,-8.63784e-14,3.01313e-11,-9.8369e-11,
0.031628,1.8,1.13759,0,1.01945,0,1.17939,1.8,1.75989,1.13759,1.01945,1.17938,1.75987,1.13759,1.01945,1.17939,1.8,1.13087,1.01916,1.17943,1.75987,1.8,1.17943,1.75987,8.60794e-11,1.17943,1.75989,1.8,1.17939,1.75989,8.55816e-11,1.17939,1.75987,1.8,1.17938,1.75987,8.5554e-11,1.17938,1.75989,1.8,1.17939,1.75989,8.55822e-11,1.17939,1.01916,4.02027e-11,1.13087,1.01916,1.01945,4.02024e-11,1.13759,1.01945,1.01945,4.02024e-11,1.13759,1.01945,1.01945,4.02024e-11,1.13759,1.01945,1.80196e-13,2.40986e-13,2.45673e-13,3.00026e-11,-9.55435e-11,
0.0316654,1.8,1.17879,0,1.0191,0,1.17855,1.8,1.75989,1.17879,1.0191,1.17853,1.75987,1.17879,1.0191,1.17855,1.8,1.16961,1.01881,1.17848,1.75987,1.8,1.17848,1.75987,7.89932e-11,1.17848,1.75989,1.8,1.17855,1.75989,7.86329e-11,1.17855,1.75987,1.8,1.17853,1.75987,7.86054e-11,1.17853,1.75989,1.8,1.17855,1.75989,7.86333e-11,1.17855,1.01881,4.0203e-11,1.16961,1.01881,1.0191,4.02028e-11,1.17879,1.0191,1.0191,4.02028e-11,1.17879,1.0191,1.0191,4.02028e-11,1.17879,1.0191,8.28553e-14,1.51838e-13,3.48728e-13,2.98007e-11,-1.00666e-10,
0.0317402,1.8,1.26066,0,1.01843,0,1.17854,1.8,1.75989,1.26066,1.01843,1.17852,1.75987,1.26066,1.01843,1.17854,1.8,1.24662,1.01814,1.17829,1.75987,1.8,1.17829,1.75987,8.3508e-11,1.17829,1.75989,1.8,1.17854,1.75989,8.35535e-11,1.17854,1.75987,1.8,1.17852,1.75987,8.35246e-11,1.17852,1.75989,1.8,1.17854,1.75989,8.35537e-11,1.17854,1.01814,4.02037e-11,1.24662,1.01814,1.01843,4.02034e-11,1.26066,1.01843,1.01843,4.02034e-11,1.26066,1.01843,1.01843,4.02034e-11,1.26066,1.01843,-1.19065e-13,-1.56345e-13,-4.46366e-13,2.98405e-11,-9.8e-11,
0.0318897,1.8,1.42176,0,1.01703,0,1.17743,1.8,1.75989,1.42176,1.01703,1.17742,1.75987,1.42176,1.01703,1.17743,1.8,1.39848,1.01675,1.17727,1.75987,1.8,1.17727,1.75987,8.15592e-11,1.17727,1.75989,1.8,1.17743,1.75989,8.14454e-11,1.17743,1.75987,1.8,1.17742,1.75987,8.14159e-11,1.17742,1.75989,1.8,1.17743,1.75989,8.14453e-11,1.17743,1.01675,4.02051e-11,1.39848,1.01675,1.01703,4.02048e-11,1.42176,1.01703,1.01703,4.02048e-11,1.42176,1.01703,1.01703,4.02048e-11,1.42176,1.01703,-7.44963e-14,-4.49425e-14,3.45076e-13,2.88482e-11,-1.00049e-10,
0.032,1.8,1.53855,0,1.01599,0,1.17665,1.8,1.75989,1.53855,1.01599,1.17663,1.75987,1.53855,1.01599,1.17665,1.8,1.5088,1.01572,1.17648,1.75987,1.8,1.17648,1.75987,8.36537e-11,1.17648,1.75989,1.8,1.17665,1.75989,8.35532e-11,1.17665,1.75987,1.8,1.17663,1.75987,8.35239e-11,1.17663,1.75989,1.8,1.17665,1.75989,8.35531e-11,1.17665,1.01572,4.02061e-11,1.5088,1.01572,1.01599,4.02058e-11,1.53855,1.01599,1.01599,4.02058e-11,1.53855,1.01599,1.01599,4.02058e-11,1.53855,1.01599,-1.20598e-13,-1.49173e-13,-4.56015e-13,2.88126e-11,-9.90823e-11,
0.0320037,1.8,1.54247,0,1.01591,0,1.16678,1.77757,1.75987,1.54247,1.01591,1.16677,1.75984,1.54247,1.01596,1.17659,1.8,1.51251,1.01569,1.17649,1.75984,1.8,1.17649,1.75984,8.25365e-11,1.17649,1.75987,1.8,1.17659,1.75987,8.23062e-11,1.17659,1.75984,1.8,1.16677,1.75984,6.17042e-11,1.16677,1.75987,1.8,1.16678,1.75987,6.17252e-11,1.16678,1.01569,4.02061e-11,1.51251,1.01569,1.01596,4.02059e-11,1.54247,1.01596,1.01591,4.02059e-11,1.54247,1.01591,1.01591,4.02059e-11,1.54247,1.01591,-2.24141e-13,3.15277e-10,-2.32042e-13,2.8398e-11,-2.85393e-10,
0.0320112,1.8,1.55033,0,1.01576,0,1.15312,1.73272,1.7598,1.55033,1.01576,1.15309,1.75978,1.55033,1.01589,1.17653,1.8,1.51995,1.01562,1.17643,1.75978,1.8,1.17643,1.75978,8.25306e-11,1.17643,1.7598,1.8,1.17653,1.7598,8.22907e-11,1.17653,1.75978,1.8,1.15309,1.75978,4.99834e-11,1.15309,1.7598,1.8,1.15312,1.7598,5.00016e-11,1.15312,1.01562,4.02062e-11,1.51995,1.01562,1.01589,4.02059e-11,1.55033,1.01589,1.01576,4.02061e-11,1.55033,1.01576,1.01576,4.02061e-11,1.55033,1.01576,-4.95269e-13,3.29799e-10,-2.89857e-13,2.77824e-11,-2.79465e-10,
0.0320262,1.8,1.56607,0,1.01609,0,1.23945,1.64302,1.75932,1.56607,1.01609,1.23939,1.7593,1.56607,1.01575,1.17637,1.8,1.53484,1.01548,1.17627,1.7593,1.8,1.17627,1.7593,8.24978e-11,1.17627,1.75932,1.8,1.17637,1.75932,8.22615e-11,1.17637,1.7593,1.8,1.23939,1.7593,5.79331e-10,1.23939,1.75932,1.8,1.23945,1.75932,5.80562e-10,1.23945,1.01548,4.02063e-11,1.53484,1.01548,1.01575,4.02061e-11,1.56607,1.01575,1.01609,4.02057e-11,1.56607,1.01609,1.01609,4.02057e-11,1.56607,1.01609,-7.20533e-13,5.09787e-10,-3.23994e-15,2.88961e-11,-2.81893e-10,
0.0320561,1.8,1.59738,0,1.01658,0,1.38084,1.46361,1.73174,1.59738,1.01658,1.38084,1.73174,1.59745,1.01545,1.1736,1.8,1.56452,1.01518,1.17392,1.73174,1.8,1.17392,1.73174,7.83157e-11,1.17392,1.73174,1.8,1.1736,1.73174,7.73219e-11,1.1736,1.73174,1.8,1.38084,1.73174,8.3053e-08,1.38084,1.73174,1.8,1.38084,1.73174,8.30515e-08,1.38084,1.01518,4.02066e-11,1.56452,1.01518,1.01545,4.02064e-11,1.59745,1.01545,1.01658,4.02053e-11,1.59738,1.01658,1.01658,4.02053e-11,1.59738,1.01658,-2.86422e-11,2.56425e-10,1.06827e-13,2.80029e-11,-3.65591e-10,
0.0320993,1.8,1.64226,0,1.01638,0,1.41695,1.20421,1.57193,1.64226,1.01638,1.41698,1.57195,1.64249,1.015,1.16585,1.8,1.60718,1.01474,1.16718,1.57195,1.8,1.16718,1.57195,6.7675e-11,1.16718,1.57193,1.8,1.16585,1.57193,6.54588e-11,1.16585,1.57195,1.8,1.41698,1.57195,2.71916e-07,1.41698,1.57193,1.8,1.41695,1.57193,2.71703e-07,1.41695,1.01474,4.02071e-11,1.60718,1.01474,1.015,4.02068e-11,1.64249,1.015,1.01638,4.02054e-11,1.64226,1.01638,1.01638,4.02054e-11,1.64226,1.01638,-8.43355e-11,2.97528e-10,-2.43953e-13,2.73822e-11,-3.82727e-09,
0.032167,1.8,1.712,0,1.01579,0,1.42449,0.797881,1.42514,1.712,1.01579,1.42449,1.42514,1.7122,1.01431,1.15683,1.8,1.67326,1.01406,1.15877,1.42514,1.8,1.15877,1.42514,5.73964e-11,1.15877,1.42514,1.8,1.15683,1.42514,5.51079e-11,1.15683,1.42514,1.8,1.42449,1.42514,3.637e-07,1.42449,1.42514,1.8,1.42449,1.42514,3.63719e-07,1.42449,1.01406,4.02078e-11,1.67326,1.01406,1.01431,4.02075e-11,1.7122,1.01431,1.01579,4.0206e-11,1.712,1.01579,1.01579,4.0206e-11,1.712,1.01579,1.71402e-11,4.75963e-10,4.54471e-14,2.81459e-11,-1.10283e-07,
0.0322399,1.8,1.78567,0,1.01512,0,1.42933,0.360628,1.42945,1.78567,1.01512,1.42933,1.42945,1.78591,1.01359,1.15236,1.8,1.74364,1.01334,1.154,1.42945,1.8,1.154,1.42945,5.31536e-11,1.154,1.42945,1.8,1.15236,1.42945,5.1465e-11,1.15236,1.42945,1.8,1.42933,1.42945,4.32626e-07,1.42933,1.42945,1.8,1.42933,1.42945,4.3261e-07,1.42933,1.01334,4.02085e-11,1.74364,1.01334,1.01359,4.02082e-11,1.78591,1.01359,1.01512,4.02067e-11,1.78567,1.01512,1.01512,4.02067e-11,1.78567,1.01512,-1.7205e-11,1.20111e-09,-1.63462e-13,2.70949e-11,-1.00064e-07,
