5:OnePixel,
Transient Analysis,
Tue Nov 20 15:10:03 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\OnePixel.cir,
time [sec],v(vdd) [V],v(n1) [V],v(expose) [V],v(n2) [V],v(erase) [V],v(n3) [V],v(nre) [V],v(out) [V],v(mc.drain) [V],v(mc.source) [V],v(mp4.drain) [V],v(mp4.source) [V],v(mp3.drain) [V],v(mp3.source) [V],v(mn2.drain) [V],v(mn2.source) [V],v(mn1.drain) [V],v(mn1.source) [V],i(vnre) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.000512,1.8,1.97085,0,0.0432168,0,0.420021,1.8,1.75935,1.75935,1.8,0.420021,1.75935,1.12795e-10,0.420021,0.0432168,3.69787e-11,1.97085,0.0432168,8.11693e-15,-9.49532e-15,-4.95737e-14,-2.84328e-11,
0.001,1.8,1.97085,0,0.0432185,0,0.420029,1.8,1.75935,1.75935,1.8,0.420029,1.75935,1.12772e-10,0.420029,0.0432185,3.69791e-11,1.97085,0.0432185,4.49647e-15,9.29103e-15,4.84905e-14,-2.84433e-11,
0.001002,1.8,1.96392,0.18,0.0456367,0,0.421003,1.8,1.75935,1.75935,1.8,0.421003,1.75935,1.79915e-10,0.421003,0.0456367,3.745e-11,1.96392,0.0456367,3.87514e-12,1.62552e-12,-2.72227e-09,-3.34565e-10,
0.0010025,1.8,1.94368,0.225,0.0470558,0,0.420942,1.8,1.75935,1.75935,1.8,0.420942,1.75935,2.56362e-10,0.420942,0.0470558,3.76964e-11,1.94368,0.0470559,1.4659e-11,3.862e-12,-2.89754e-09,-2.13083e-09,
0.0010035,1.8,1.70954,0.315,0.0572454,0,0.42396,1.8,1.75935,1.75935,1.8,0.42396,1.75935,1.02062e-09,0.42396,0.0572454,3.89819e-11,1.70954,0.0572456,5.58889e-11,2.38624e-11,-5.45324e-09,-1.77323e-08,
0.00100459,1.8,0.665644,0.413019,0.0963706,0,0.44029,1.8,1.75935,1.75935,1.8,0.44029,1.75935,3.05739e-09,0.44029,0.0963706,4.06154e-11,0.665643,0.0963711,1.55297e-10,7.38651e-11,-1.25301e-08,-5.58427e-08,
0.00100544,1.8,0.116059,0.489935,0.116935,0,0.449064,1.8,1.75935,1.75935,1.8,0.449064,1.75935,-2.82125e-10,0.449064,0.116935,4.085e-11,0.116059,0.116935,-9.27406e-12,-8.40591e-12,-1.35096e-09,7.95023e-09,
0.00100635,1.8,0.119139,0.571407,0.118938,0,0.45068,1.8,1.75935,1.75935,1.8,0.45068,1.75935,5.55794e-10,0.45068,0.118938,4.08634e-11,0.119139,0.118938,1.96518e-11,1.42229e-11,-5.18549e-09,-9.21022e-09,
0.00100707,1.8,0.121597,0.636552,0.121625,0,0.4521,1.8,1.75935,1.75935,1.8,0.4521,1.75935,-1.35464e-10,0.4521,0.121625,4.08836e-11,0.121597,0.121625,2.7495e-12,-4.2594e-12,-4.38188e-09,7.98135e-09,
0.00100792,1.8,0.125542,0.712467,0.125511,0,0.453743,1.8,1.75935,1.75935,1.8,0.453743,1.75935,7.30964e-10,0.453743,0.125511,4.09061e-11,0.125542,0.125511,3.28144e-11,1.67924e-11,-7.11229e-09,-9.08051e-09,
0.0010096,1.8,0.133746,0.864297,0.133752,0,0.456678,1.8,1.75935,1.75935,1.8,0.456678,1.75935,-1.10737e-10,0.456678,0.133752,4.09496e-11,0.133746,0.133752,7.7694e-12,-3.50293e-12,-4.95879e-09,8.00267e-09,
0.00101208,1.8,0.145902,1.08694,0.145894,0,0.461101,1.8,1.75935,1.75935,1.8,0.461101,1.75935,7.26159e-10,0.461101,0.145894,4.09925e-11,0.145902,0.145895,3.31975e-11,1.6855e-11,-7.1578e-09,-9.07212e-09,
0.00101702,1.8,0.170205,1.53223,0.170207,0,0.473561,1.8,1.75935,1.75935,1.8,0.473561,1.75935,-1.14786e-10,0.473561,0.170207,4.10432e-11,0.170205,0.170207,1.20905e-12,-3.39337e-12,-4.94918e-09,7.99645e-09,
0.00102,1.8,0.184831,1.8,0.184827,0,0.480045,1.8,1.75935,1.75935,1.8,0.480045,1.75935,7.15822e-10,0.480045,0.184827,4.10551e-11,0.184831,0.184827,3.72844e-11,1.67613e-11,-7.15026e-09,-9.07408e-09,
0.00102081,1.8,0.185241,1.8,0.185241,0,0.480134,1.8,1.75935,1.75935,1.8,0.480134,1.75935,6.63769e-11,0.480134,0.185241,4.10564e-11,0.185241,0.185241,8.2909e-12,6.40359e-13,3.60601e-11,-7.42144e-10,
0.00102242,1.8,0.186079,1.8,0.186079,0,0.482379,1.8,1.75935,1.75935,1.8,0.482379,1.75935,6.76815e-11,0.482379,0.186079,4.10567e-11,0.186079,0.186079,-3.843e-12,7.71178e-13,3.74395e-11,-7.47527e-10,
0.00102565,1.8,0.187743,1.8,0.187743,0,0.484816,1.8,1.75935,1.75935,1.8,0.484816,1.75935,6.72053e-11,0.484816,0.187743,4.10576e-11,0.187743,0.187743,1.41569e-11,8.27631e-13,3.58385e-11,-7.39229e-10,
0.00103211,1.8,0.191076,1.8,0.191075,0,0.490225,1.8,1.75935,1.75935,1.8,0.490225,1.75935,6.9638e-11,0.490225,0.191075,4.10592e-11,0.191076,0.191075,-4.82563e-12,5.76265e-13,3.75077e-11,-7.47989e-10,
0.00104502,1.8,0.197737,1.8,0.197737,0,0.50044,1.8,1.75935,1.75935,1.8,0.50044,1.75935,7.13792e-11,0.50044,0.197737,4.10614e-11,0.197737,0.197737,1.41586e-11,7.30911e-13,3.58079e-11,-7.39145e-10,
0.00107085,1.8,0.211045,1.8,0.211045,0,0.518302,1.8,1.75935,1.75935,1.8,0.518302,1.75935,7.74553e-11,0.518302,0.211045,4.10624e-11,0.211045,0.211045,-4.71035e-12,6.70816e-13,3.74242e-11,-7.47762e-10,
0.0011225,1.8,0.237639,1.8,0.237639,0,0.550405,1.8,1.75935,1.75935,1.8,0.550405,1.75935,8.71185e-11,0.550405,0.237639,4.10546e-11,0.237639,0.237639,1.32013e-11,7.29747e-13,3.57463e-11,-7.3926e-10,
0.00122581,1.8,0.290751,1.8,0.290751,0,0.602805,1.8,1.75936,1.75936,1.8,0.602805,1.75936,1.03129e-10,0.602805,0.290751,4.10165e-11,0.290751,0.290751,-6.27163e-12,6.67076e-13,3.73186e-11,-7.47906e-10,
0.00143243,1.8,0.396813,1.8,0.396813,0,0.689598,1.8,1.75936,1.75936,1.8,0.689598,1.75936,1.05985e-10,0.689598,0.396813,4.09045e-11,0.396813,0.396813,1.17896e-11,7.23759e-13,3.56216e-11,-7.38923e-10,
0.00184566,1.8,0.608582,1.8,0.608582,0,0.851399,1.8,1.75938,1.75938,1.8,0.851399,1.75938,9.72926e-11,0.851399,0.608582,4.06527e-11,0.608582,0.608582,-6.4399e-12,6.70017e-13,3.7187e-11,-7.46332e-10,
0.00267213,1.8,1.0307,1.8,1.0307,0,1.17286,1.8,1.75942,1.75942,1.8,1.17286,1.75942,8.58397e-11,1.17286,1.0307,4.01913e-11,1.0307,1.0307,1.17545e-11,7.18222e-13,3.50741e-11,-7.35056e-10,
0.00302,1.8,1.21325,1.8,1.21302,0,1.30676,1.8,1.75944,1.75944,1.8,1.30676,1.75944,8.18198e-11,1.30676,1.21302,4.00239e-11,1.21325,1.21302,-6.49499e-12,7.07573e-13,2.03609e-12,-7.4083e-10,
0.003022,1.8,1.21599,1.62,1.21212,0,1.30675,1.8,1.75944,1.75944,1.8,1.30675,1.75944,3.01561e-11,1.30675,1.21212,4.00246e-11,1.21599,1.21212,-3.69372e-14,-6.11403e-13,2.18655e-09,-7.18493e-10,
0.003026,1.8,1.22409,1.26,1.21027,0,1.30669,1.8,1.75944,1.75944,1.8,1.30669,1.75944,2.93028e-11,1.30669,1.21027,4.00262e-11,1.22409,1.21027,-2.17052e-13,-6.67629e-13,2.27454e-09,-6.69277e-10,
0.003034,1.8,1.24445,0.54,1.20641,0,1.30643,1.8,1.75944,1.75944,1.8,1.30643,1.75944,2.9317e-11,1.30643,1.20641,4.00294e-11,1.24445,1.20641,-5.09083e-13,-7.40814e-13,2.46164e-09,-6.80108e-10,
0.00304,1.8,1.2597,0,1.20352,0,1.30638,1.8,1.75944,1.75944,1.8,1.30638,1.75944,3.84529e-11,1.30638,1.20352,4.00319e-11,1.2597,1.20352,-7.51864e-13,-8.93888e-13,2.77701e-09,-6.68679e-10,
0.00304026,1.8,1.26385,0,1.20352,0,1.30661,1.8,1.75944,1.75944,1.8,1.30661,1.75944,6.08275e-11,1.30661,1.20352,4.00319e-11,1.26385,1.20352,-2.47215e-12,-3.30623e-12,1.08527e-10,-1.7134e-10,
0.00304079,1.8,1.27213,0,1.20352,0,1.3067,1.8,1.75944,1.75944,1.8,1.3067,1.75944,1.10826e-10,1.3067,1.20352,4.00319e-11,1.27213,1.20352,4.07185e-14,-2.13082e-12,1.09104e-10,-1.59439e-10,
0.00304185,1.8,1.28865,0,1.20349,0,1.30687,1.8,1.75945,1.75945,1.8,1.30687,1.75945,1.21931e-10,1.30687,1.20349,4.00319e-11,1.28865,1.20349,2.22135e-12,-2.25935e-13,1.08731e-10,-1.55223e-10,
0.00304397,1.8,1.32166,0,1.20347,0,1.3068,1.8,1.75945,1.75945,1.8,1.3068,1.75945,-5.5502e-13,1.3068,1.20347,4.00319e-11,1.32166,1.20347,6.63268e-13,7.62487e-13,1.08527e-10,-1.83077e-10,
0.00304821,1.8,1.38754,0,1.20343,0,1.30708,1.8,1.75945,1.75945,1.8,1.30708,1.75945,1.22213e-10,1.30708,1.20343,4.0032e-11,1.38754,1.20343,1.27694e-12,1.25573e-12,1.0795e-10,-1.54339e-10,
0.00305669,1.8,1.51868,0,1.20334,0,1.30729,1.8,1.75945,1.75945,1.8,1.30729,1.75945,2.55663e-13,1.30729,1.20334,4.0032e-11,1.51868,1.20334,9.93324e-13,-1.28241e-12,1.06658e-10,-1.79974e-10,
0.00307364,1.8,1.77669,0,1.20318,0,1.30897,1.8,1.75945,1.75945,1.8,1.30897,1.75945,1.2489e-10,1.30897,1.20318,4.00322e-11,1.77669,1.20318,3.68396e-13,1.25629e-12,1.05321e-10,-1.50923e-10,
0.00307788,1.8,1.83986,0,1.20314,0,1.30934,1.8,1.75945,1.75945,1.8,1.30934,1.75945,6.42989e-11,1.30934,1.20314,4.00322e-11,1.83986,1.20314,5.88204e-13,-1.22402e-14,1.0381e-10,-1.62507e-10,
0.00308635,1.8,1.9439,0,1.20305,0,1.31014,1.8,1.75945,1.75945,1.8,1.31014,1.75945,6.54726e-11,1.31014,1.20305,4.00323e-11,1.9439,1.20305,5.23301e-13,-1.24345e-14,6.71158e-11,-1.11041e-10,
0.00310331,1.8,1.9802,0,1.20288,0,1.31158,1.8,1.75945,1.75945,1.8,1.31158,1.75945,6.77279e-11,1.31158,1.20288,4.00324e-11,1.9802,1.20288,4.02382e-13,-1.34048e-14,-3.74126e-11,3.50295e-11,
0.00312696,1.8,1.96364,0,1.20265,0,1.31323,1.8,1.75945,1.75945,1.8,1.31323,1.75945,7.06348e-11,1.31323,1.20265,4.00326e-11,1.96364,1.20265,6.99722e-14,-1.39274e-14,2.75124e-11,-5.58394e-11,
0.003149,1.8,1.97599,0,1.20242,0,1.31393,1.8,1.75945,1.75945,1.8,1.31393,1.75945,7.19355e-11,1.31393,1.20242,4.00328e-11,1.97599,1.20242,3.68526e-13,-1.50502e-14,-1.98455e-11,1.04628e-11,
0.00319307,1.8,1.96661,0,1.20197,0,1.31477,1.8,1.75946,1.75946,1.8,1.31477,1.75946,7.40363e-11,1.31477,1.20197,4.00332e-11,1.96661,1.20197,-1.08477e-13,-1.54656e-14,1.67348e-11,-4.08341e-11,
0.00327639,1.8,1.97516,0,1.20111,0,1.31514,1.8,1.75946,1.75946,1.8,1.31514,1.75946,7.57309e-11,1.31514,1.20111,4.00339e-11,1.97516,1.20111,1.71011e-13,-1.59392e-14,-1.54499e-11,4.22707e-12,
0.00344303,1.8,1.96841,0,1.19937,0,1.31428,1.8,1.75947,1.75947,1.8,1.31428,1.75947,7.66704e-11,1.31428,1.19937,4.00354e-11,1.96841,1.19937,-2.42082e-13,-1.62465e-14,1.47389e-11,-3.81091e-11,
0.0037763,1.8,1.9762,0,1.19591,0,1.31168,1.8,1.7595,1.7595,1.8,1.31168,1.7595,7.66301e-11,1.31168,1.19591,4.00384e-11,1.9762,1.19591,1.34001e-13,-1.64149e-14,-1.45596e-11,2.9516e-12,
0.004,1.8,1.96744,0,1.19358,0,1.30995,1.8,1.75951,1.75951,1.8,1.30995,1.75951,7.68319e-11,1.30995,1.19358,4.00404e-11,1.96744,1.19358,-2.38925e-13,-1.95014e-14,1.38675e-11,-3.68915e-11,
0.004002,1.8,1.96937,0,1.19349,0,1.29617,1.62,1.75878,1.75878,1.8,1.29617,1.75878,3.77555e-11,1.29617,1.19349,4.00405e-11,1.96937,1.19349,2.52553e-09,-4.08499e-13,6.37873e-12,-1.39533e-09,
0.0040025,1.8,1.96976,0,1.19363,0,1.32391,1.575,1.75841,1.75841,1.8,1.32391,1.75841,9.94932e-11,1.32391,1.19363,4.00403e-11,1.96976,1.19363,2.88277e-09,-1.19035e-12,1.10215e-11,-1.12413e-09,
0.0040035,1.8,1.97039,0,1.19461,0,1.50758,1.485,1.75569,1.75569,1.8,1.50758,1.75569,5.82563e-08,1.50758,1.19461,4.00395e-11,1.97039,1.19461,4.55399e-09,1.49804e-12,2.26221e-11,-2.1082e-10,
0.00400453,1.8,1.97072,0,1.19503,0,1.57864,1.392,1.73994,1.73994,1.8,1.57864,1.73994,6.11047e-07,1.57864,1.19503,4.00391e-11,1.97072,1.19503,1.14911e-09,-5.32638e-12,-1.48733e-11,-2.15252e-09,
0.00400571,1.8,1.97092,0,1.19522,0,1.6048,1.28613,1.68882,1.68882,1.8,1.60481,1.68882,1.38101e-06,1.6048,1.19522,4.0039e-11,1.97092,1.19522,3.51651e-09,2.19166e-12,1.24307e-11,-1.29358e-09,
0.00400806,1.8,1.97114,0,1.19504,0,1.58132,1.0744,1.58425,1.58425,1.8,1.58132,1.58425,6.64551e-07,1.58131,1.19504,4.00391e-11,1.97114,1.19504,1.3292e-09,-5.12426e-12,-2.93236e-11,-2.65459e-09,
0.00401103,1.8,1.97112,0,1.1947,0,1.53072,0.807126,1.53084,1.53084,1.8,1.53072,1.53084,1.27962e-07,1.53072,1.1947,4.00395e-11,1.97112,1.1947,8.07112e-09,4.38988e-12,2.54358e-11,-1.64289e-09,
0.00401467,1.8,1.97113,0,1.19455,0,1.51209,0.48012,1.51211,1.51211,1.8,1.51209,1.51211,6.87121e-08,1.51209,1.19455,4.00395e-11,1.97113,1.19455,3.70518e-09,-3.79569e-12,-2.2995e-11,-4.70972e-09,
0.00402,1.8,1.9711,0,1.19441,0,1.49686,0,1.49688,1.49688,1.8,1.49686,1.49688,4.03888e-08,1.49686,1.19441,4.00397e-11,1.9711,1.19441,8.3904e-09,3.73176e-12,2.25929e-11,-4.41955e-09,
0.00402062,1.8,1.97109,0,1.1944,0,1.49687,0,1.49687,1.49687,1.8,1.49687,1.49687,4.06067e-08,1.49687,1.1944,4.00397e-11,1.97109,1.1944,-1.98716e-15,-1.15487e-12,-5.33587e-12,-5.25896e-09,
0.00402187,1.8,1.97108,0,1.1944,0,1.49685,0,1.49686,1.49686,1.8,1.49685,1.49686,4.06654e-08,1.49685,1.1944,4.00397e-11,1.97108,1.1944,-1.21967e-12,-1.36217e-12,-6.32549e-12,-5.26541e-09,
0.00402437,1.8,1.97108,0,1.19439,0,1.49683,0,1.49684,1.49684,1.8,1.49683,1.49684,4.06428e-08,1.49683,1.19439,4.00397e-11,1.97108,1.19439,-1.0652e-13,-8.41268e-13,-3.79922e-12,-5.26759e-09,
0.00402936,1.8,1.97111,0,1.19434,0,1.4968,0,1.4968,1.4968,1.8,1.4968,1.4968,4.0642e-08,1.4968,1.19434,4.00397e-11,1.97111,1.19434,-9.40988e-13,-5.97651e-13,3.762e-12,-5.27172e-09,
0.00403934,1.8,1.97112,0,1.19424,0,1.49673,0,1.49674,1.49674,1.8,1.49673,1.49674,4.06692e-08,1.49673,1.19424,4.00398e-11,1.97112,1.19424,4.29824e-13,5.69403e-13,-3.90069e-12,-5.27938e-09,
0.00405931,1.8,1.97112,0,1.19403,0,1.49663,0,1.49664,1.49664,1.8,1.49663,1.49664,4.07498e-08,1.49663,1.19403,4.004e-11,1.97112,1.19403,-1.14087e-12,-5.97522e-13,3.60471e-12,-5.29175e-09,
0.00409924,1.8,1.97112,0,1.19362,0,1.49645,0,1.49645,1.49645,1.8,1.49645,1.49645,4.09325e-08,1.49645,1.19362,4.00404e-11,1.97112,1.19362,5.22253e-13,5.69524e-13,-3.98598e-12,-5.31534e-09,
0.00417911,1.8,1.97112,0,1.19279,0,1.49607,0,1.49608,1.49608,1.8,1.49607,1.49608,4.12978e-08,1.49607,1.19279,4.00411e-11,1.97112,1.19279,-1.19104e-12,-5.97559e-13,3.55997e-12,-5.36285e-09,
0.00433884,1.8,1.97111,0,1.19114,0,1.49532,0,1.49533,1.49533,1.8,1.49532,1.49533,4.20396e-08,1.49532,1.19114,4.00425e-11,1.97111,1.19114,5.2183e-13,5.69491e-13,-3.70711e-12,-5.45966e-09,
0.0046583,1.8,1.97112,0,1.18783,0,1.49381,0,1.49382,1.49382,1.8,1.49381,1.49382,4.35595e-08,1.49381,1.18783,4.00454e-11,1.97112,1.18783,-1.19108e-12,-5.97542e-13,3.56185e-12,-5.65698e-09,
0.00502,1.8,1.97111,0,1.18408,0,1.49211,0,1.49212,1.49212,1.8,1.49211,1.49212,4.53447e-08,1.49211,1.18408,4.00486e-11,1.97111,1.18408,5.22921e-13,5.69599e-13,-3.70447e-12,-5.88948e-09,
0.005022,1.8,1.97111,0,1.18408,0,1.49538,0.18,1.49539,1.49539,1.8,1.49538,1.49539,5.07635e-08,1.49538,1.18408,4.00486e-11,1.97111,1.18408,-6.13303e-09,1.56831e-14,2.22226e-13,-5.38869e-09,
0.005026,1.8,1.97111,0,1.18407,0,1.50066,0.54,1.50067,1.50067,1.8,1.50066,1.50067,6.08178e-08,1.50066,1.18407,4.00486e-11,1.97111,1.18407,-6.18288e-09,3.51953e-14,3.2021e-13,-4.76038e-09,
0.005034,1.8,1.97111,0,1.18379,0,1.46518,1.26,1.51016,1.51016,1.8,1.46518,1.51016,1.73778e-08,1.46518,1.18379,4.00489e-11,1.97111,1.18379,-3.28035e-09,-5.58144e-14,-2.1278e-13,-3.01729e-09,
0.00504,1.8,1.97111,0,1.18339,0,1.40151,1.8,1.51749,1.51749,1.8,1.40151,1.51749,1.87498e-09,1.40151,1.18339,4.00492e-11,1.97111,1.18339,-1.8139e-09,-2.24852e-13,-1.0622e-12,-1.58145e-09,
0.0050408,1.8,1.9711,0,1.18334,0,1.3933,1.8,1.51832,1.51832,1.8,1.3933,1.51832,1.40873e-09,1.3933,1.18334,4.00492e-11,1.9711,1.18334,-6.24773e-11,-8.7385e-13,-4.19264e-12,-3.17627e-09,
0.0050424,1.8,1.9711,0,1.18326,0,1.38006,1.8,1.51995,1.51995,1.8,1.38006,1.51995,8.78952e-10,1.38006,1.18326,4.00493e-11,1.9711,1.18326,-3.56901e-11,-9.79831e-13,-4.78357e-12,-3.04185e-09,
0.00504559,1.8,1.9711,0,1.18316,0,1.36433,1.8,1.52303,1.52303,1.8,1.36433,1.52303,5.1221e-10,1.36433,1.18316,4.00494e-11,1.9711,1.18316,-1.73709e-11,-5.56007e-13,-2.71086e-12,-2.81708e-09,
0.00505198,1.8,1.97111,0,1.18301,0,1.34708,1.8,1.52859,1.52859,1.8,1.34708,1.52859,2.86654e-10,1.34708,1.18301,4.00495e-11,1.97111,1.18301,-6.70378e-12,-3.17183e-13,-1.5451e-12,-2.4578e-09,
0.00506476,1.8,1.97111,0,1.18281,0,1.33011,1.8,1.5379,1.5379,1.8,1.33011,1.5379,1.48599e-10,1.33011,1.18281,4.00497e-11,1.97111,1.18281,-7.24031e-13,-1.80866e-13,-8.84428e-13,-1.95831e-09,
0.00509032,1.8,1.97112,0,1.18246,0,1.31373,1.8,1.55199,1.55199,1.8,1.31373,1.55199,1.04755e-10,1.31373,1.18246,4.005e-11,1.97112,1.18246,7.59271e-14,-1.06347e-13,6.96097e-13,-1.38796e-09,
0.00514143,1.8,1.97111,0,1.18185,0,1.2964,1.8,1.57096,1.57096,1.8,1.2964,1.57096,6.9077e-11,1.2964,1.18185,4.00506e-11,1.97111,1.18185,7.43886e-13,-6.48073e-14,-8.71568e-13,-8.71531e-10,
0.00524366,1.8,1.97112,0,1.18072,0,1.2822,1.8,1.59375,1.59375,1.8,1.2822,1.59375,5.26696e-11,1.2822,1.18072,4.00515e-11,1.97112,1.18072,6.31934e-13,-4.12208e-14,7.36376e-13,-4.95081e-10,
0.00544812,1.8,1.97111,0,1.17856,0,1.27223,1.8,1.61881,1.61881,1.8,1.27223,1.61881,4.60895e-11,1.27223,1.17856,4.00534e-11,1.97111,1.17856,5.01514e-13,-2.81924e-14,-8.2931e-13,-2.67987e-10,
0.00585704,1.8,1.97112,0,1.17432,0,1.26658,1.8,1.64491,1.64491,1.8,1.26658,1.64491,4.43313e-11,1.26658,1.17432,4.00571e-11,1.97112,1.17432,2.45891e-13,-2.10689e-14,6.82764e-13,-1.41479e-10,
0.00667489,1.8,1.97111,0,1.16592,0,1.26167,1.8,1.67128,1.67128,1.8,1.26167,1.67128,4.55061e-11,1.26167,1.16592,4.00646e-11,1.97111,1.16592,1.45049e-13,-1.73052e-14,-8.51637e-13,-7.82159e-11,
0.00787489,1.8,1.97112,0,1.15361,0,1.25464,1.8,1.69158,1.69158,1.8,1.25464,1.69158,4.69984e-11,1.25464,1.15361,4.00755e-11,1.97112,1.15361,2.29103e-14,-1.59456e-14,7.07477e-13,-4.96814e-11,
0.008,1.8,1.97111,0,1.15233,0,1.25391,1.8,1.69309,1.69309,1.8,1.25391,1.69309,4.7371e-11,1.25391,1.15233,4.00767e-11,1.97111,1.15233,7.49243e-14,-3.11634e-14,-8.51191e-13,-4.96134e-11,
0.008002,1.8,1.97112,0,1.15113,0.18,1.25342,1.8,1.69312,1.69312,1.8,1.25342,1.69312,1.64765e-11,1.25342,1.15113,7.09611e-09,1.97112,1.15113,-1.5684e-12,-1.077e-09,-4.18607e-12,-5.67259e-11,
0.0080025,1.8,1.97113,0,1.15005,0.225,1.25299,1.8,1.69312,1.69312,1.8,1.25299,1.69312,-6.54702e-11,1.25299,1.15005,2.12376e-08,1.97113,1.15005,-5.79514e-12,-1.05101e-09,-1.50622e-11,-7.75488e-11,
0.0080035,1.8,1.97112,0,1.13826,0.315,1.24866,1.8,1.69314,1.69314,1.8,1.24866,1.69314,-1.08163e-09,1.24866,1.13826,1.97252e-07,1.97112,1.13826,-6.16056e-11,-1.20355e-09,-1.72777e-10,-3.35844e-10,
0.00800486,1.8,1.97112,0,0.88827,0.437269,1.14579,1.8,1.69315,1.69315,1.8,1.14579,1.69315,-1.7644e-08,1.14579,0.888267,3.14795e-06,1.97112,0.88827,-9.7252e-10,-2.88906e-09,-2.41759e-09,-4.49705e-09,
0.00800508,1.8,1.97112,0,0.778539,0.456822,1.09765,1.8,1.69315,1.69315,1.8,1.09765,1.69315,-2.40814e-08,1.09765,0.778535,4.57954e-06,1.97112,0.778539,-1.51298e-09,-3.1217e-09,-3.55823e-09,-6.29752e-09,
0.00800551,1.8,1.97111,0,0.455731,0.495929,0.912215,1.8,1.69316,1.69316,1.8,0.912215,1.69316,-2.08755e-08,0.912215,0.455722,8.86741e-06,1.97111,0.455731,-4.31593e-09,-3.99177e-09,-6.89858e-09,-1.19111e-08,
0.00800559,1.8,1.97111,0,0.366287,0.503284,0.849935,1.8,1.69316,1.69316,1.8,0.849935,1.69316,-1.55136e-08,0.849935,0.366278,9.89119e-06,1.97111,0.366288,-5.26571e-09,-4.09586e-09,-7.70147e-09,-1.32496e-08,
0.00800576,1.8,1.97111,0,0.168428,0.517992,0.703234,1.8,1.69316,1.69316,1.8,0.703234,1.69316,-6.63667e-09,0.703234,0.168416,1.19815e-05,1.97111,0.168428,-7.02569e-09,-4.75036e-09,-9.33731e-09,-1.5519e-08,
0.0080058,1.8,1.97111,0,0.114342,0.521669,0.660727,1.8,1.69316,1.69316,1.8,0.660727,1.69316,-4.29457e-09,0.660727,0.11433,1.19656e-05,1.97111,0.114342,-7.17215e-09,-5.68767e-09,-9.29557e-09,-1.5553e-08,
