5:OnePixel,
Transient Analysis,
Tue Nov 20 15:10:03 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\OnePixel.cir,
time [sec],v(vdd) [V],v(n1) [V],v(expose) [V],v(n2) [V],v(erase) [V],v(n3) [V],v(nre) [V],v(out) [V],v(mc.drain) [V],v(mc.source) [V],v(mp4.drain) [V],v(mp4.source) [V],v(mp3.drain) [V],v(mp3.source) [V],v(mn2.drain) [V],v(mn2.source) [V],v(mn1.drain) [V],v(mn1.source) [V],i(vnre) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.00800588,1.8,1.9711,0,0.0326298,0.529023,0.589493,1.8,1.69316,1.69316,1.8,0.589493,1.69316,1.88126e-08,0.589493,0.0326237,6.21273e-06,1.9711,0.0326298,-4.74049e-09,-1.25597e-08,-4.77034e-09,-8.13382e-09,
0.00800598,1.8,1.97103,0,-0.000880264,0.538254,0.542707,1.8,1.69316,1.69316,1.8,0.542707,1.69316,2.85403e-08,0.542707,-0.000880049,-2.06253e-07,1.97103,-0.000880266,-1.32733e-09,-2.33684e-09,-4.60147e-09,-5.2871e-10,
0.00800601,1.8,1.971,0,-0.000393819,0.540824,0.537442,1.8,1.69317,1.69317,1.8,0.537442,1.69317,2.31661e-08,0.537442,-0.000393708,-8.1172e-08,1.971,-0.000393819,-1.1819e-09,-3.38058e-09,6.91032e-09,-3.31424e-10,
0.00800604,1.8,1.97097,0,-0.000171806,0.543329,0.533017,1.8,1.69317,1.69317,1.8,0.533017,1.69317,1.90401e-08,0.533017,-0.000171758,-3.68442e-08,1.97097,-0.000171807,-9.22784e-10,-2.71966e-09,-5.83325e-09,-5.68468e-10,
0.00800607,1.8,1.97093,0,-4.87976e-05,0.546607,0.527122,1.8,1.69317,1.69317,1.8,0.527122,1.69317,1.56565e-08,0.527122,-4.87698e-05,2.99167e-09,1.97093,-4.87972e-05,-5.70677e-10,-3.57682e-09,6.28043e-09,-1.36564e-10,
0.00800615,1.8,1.97086,0,2.71845e-05,0.553161,0.519508,1.8,1.69317,1.69317,1.8,0.519508,1.69317,1.07145e-08,0.519508,2.71833e-05,1.33804e-08,1.97086,2.71846e-05,-8.57241e-10,-2.8271e-09,-6.15093e-09,-7.40447e-10,
0.00800629,1.8,1.97073,0,2.68655e-05,0.56627,0.50865,1.8,1.69317,1.69317,1.8,0.50865,1.69317,8.83381e-09,0.50865,2.68733e-05,2.34691e-08,1.97073,2.68661e-05,-1.70133e-10,-3.62625e-09,6.13803e-09,1.31316e-10,
0.00800655,1.8,1.97052,0,2.85327e-05,0.58977,0.495872,1.8,1.69317,1.69317,1.8,0.495872,1.69317,4.0421e-09,0.495872,2.85292e-05,1.5874e-08,1.97052,2.85328e-05,-5.04461e-10,-2.84016e-09,-6.14822e-09,-5.99578e-10,
0.00800705,1.8,1.97019,0,2.35983e-05,0.634494,0.481081,1.8,1.69318,1.69318,1.8,0.481081,1.69318,3.85993e-09,0.481081,2.36039e-05,2.58046e-08,1.97019,2.35989e-05,8.94476e-11,-3.6386e-09,6.13777e-09,2.32372e-10,
0.00800804,1.8,1.96975,0,1.7988e-05,0.723942,0.464556,1.8,1.69319,1.69319,1.8,0.464556,1.69319,6.7102e-10,0.464556,1.79832e-05,1.71423e-08,1.96975,1.79881e-05,-3.26218e-10,-2.84506e-09,-6.14471e-09,-5.32113e-10,
0.00801003,1.8,1.96933,0,1.14736e-05,0.902839,0.447315,1.8,1.69321,1.69321,1.8,0.447315,1.69321,1.80727e-09,0.447315,1.14784e-05,2.65504e-08,1.96933,1.14742e-05,1.98644e-10,-3.63603e-09,6.14132e-09,2.71515e-10,
0.00801401,1.8,1.96914,0,7.2211e-06,1.26063,0.430015,1.8,1.69326,1.69326,1.8,0.430015,1.69326,-4.66408e-10,0.430015,7.21595e-06,1.75233e-08,1.96914,7.22119e-06,-2.64763e-10,-2.83895e-09,-6.14215e-09,-5.10717e-10,
0.00802,1.8,1.96914,0,4.92725e-06,1.8,0.416648,1.8,1.69333,1.69333,1.8,0.416648,1.69333,1.23828e-09,0.416648,4.93189e-06,2.67444e-08,1.96914,4.92788e-06,2.29844e-10,-3.62961e-09,6.14209e-09,2.83047e-10,
0.0080208,1.8,1.96914,0,2.71978e-07,1.8,0.415583,1.8,1.69334,1.69334,1.8,0.415583,1.69334,2.88615e-10,0.415583,2.71631e-07,3.48348e-10,1.96914,2.72338e-07,-1.29491e-11,-2.383e-13,-4.17145e-13,-1.12211e-10,
0.00802239,1.8,1.96914,0,8.82481e-08,1.8,0.412727,1.8,1.69336,1.69336,1.8,0.412727,1.69336,2.63065e-10,0.412727,8.80491e-08,1.97805e-10,1.96914,8.8607e-08,-6.19592e-12,9.8859e-14,3.90965e-13,-1.08852e-10,
0.00802557,1.8,1.96914,0,1.49501e-07,1.8,0.406711,1.8,1.6934,1.6934,1.8,0.406711,1.6934,2.15659e-10,0.406711,1.49166e-07,3.36539e-10,1.96914,1.49861e-07,-5.43081e-12,-9.79681e-14,-3.90015e-13,-1.08803e-10,
0.00803193,1.8,1.96914,0,1.25397e-07,1.8,0.40103,1.8,1.69348,1.69348,1.8,0.40103,1.69348,1.77905e-10,0.40103,1.25115e-07,2.81253e-10,1.96914,1.25756e-07,-6.59306e-12,9.79352e-14,4.27921e-13,-1.09515e-10,
0.00804465,1.8,1.96914,0,1.66196e-07,1.8,0.392751,1.8,1.69363,1.69363,1.8,0.392751,1.69363,1.38733e-10,0.392751,1.65823e-07,3.74051e-10,1.96914,1.66556e-07,-2.12155e-12,-9.78235e-14,-4.26889e-13,-1.07407e-10,
0.00807009,1.8,1.96914,0,1.37805e-07,1.8,0.383461,1.8,1.69393,1.69393,1.8,0.383461,1.69393,1.05206e-10,0.383461,1.37494e-07,3.09137e-10,1.96914,1.38164e-07,-2.69139e-12,9.77846e-14,4.11782e-13,-1.07606e-10,
0.00812098,1.8,1.96914,0,1.75109e-07,1.8,0.375386,1.8,1.69453,1.69453,1.8,0.375386,1.69453,8.6382e-11,0.375386,1.74716e-07,3.94081e-10,1.96914,1.75468e-07,6.9553e-13,-9.77591e-14,-4.11606e-13,-1.05506e-10,
0.00822275,1.8,1.96914,0,1.42857e-07,1.8,0.371093,1.8,1.6957,1.6957,1.8,0.371093,1.6957,7.83043e-11,0.371093,1.42535e-07,3.20491e-10,1.96914,1.43216e-07,-1.32745e-12,9.77475e-14,4.11511e-13,-1.05465e-10,
0.00842629,1.8,1.96914,0,1.76817e-07,1.8,0.370559,1.8,1.69793,1.69793,1.8,0.370559,1.69793,7.67046e-11,0.370559,1.7642e-07,3.9792e-10,1.96914,1.77177e-07,1.24705e-12,-9.77419e-14,-4.11945e-13,-1.02251e-10,
0.00883338,1.8,1.96914,0,1.42972e-07,1.8,0.370552,1.8,1.70201,1.70201,1.8,0.370552,1.70201,7.73039e-11,0.370552,1.4265e-07,3.20749e-10,1.96914,1.43331e-07,-1.17345e-12,9.7739e-14,4.11447e-13,-1.00038e-10,
0.00902,1.8,1.96914,0,1.76835e-07,1.8,0.370634,1.8,1.70374,1.70374,1.8,0.370634,1.70374,7.68601e-11,0.370634,1.76438e-07,3.9796e-10,1.96914,1.77194e-07,1.31456e-12,-9.77327e-14,-4.1254e-13,-9.7558e-11,
0.009022,1.8,1.96914,0,-4.68287e-06,1.62,0.3706,1.8,1.70376,1.70376,1.8,0.3706,1.70376,7.6993e-11,0.3706,-4.68325e-06,-2.14964e-08,1.96914,-4.68251e-06,-5.08334e-14,3.23291e-09,-2.10451e-13,-9.82196e-11,
0.009026,1.8,1.96914,0,-6.76508e-06,1.26,0.3706,1.8,1.70379,1.70379,1.8,0.3706,1.70379,7.69414e-11,0.3706,-6.76543e-06,-2.15308e-08,1.96914,-6.76472e-06,-5.95256e-14,3.23619e-09,1.33771e-13,-9.8281e-11,
0.009034,1.8,1.96913,0,-4.33003e-05,0.54,0.370589,1.8,1.70386,1.70386,1.8,0.370589,1.70386,7.65827e-11,0.370589,-4.33007e-05,-2.13927e-08,1.96913,-4.32999e-05,-2.31297e-14,3.24002e-09,-7.70655e-13,-9.84994e-11,
0.00904,1.8,1.96934,0,0.00114797,7.32747e-14,0.371098,1.8,1.70392,1.70392,1.8,0.371098,1.70392,9.65766e-11,0.371098,0.00114797,3.37799e-09,1.96934,0.00114797,1.09507e-12,1.22288e-10,2.841e-11,-8.57675e-11,
0.00904056,1.8,1.96937,0,0.00116518,0,0.370843,1.8,1.70392,1.70392,1.8,0.370843,1.70392,7.74797e-11,0.370843,0.00116518,2.18849e-12,1.96937,0.00116518,2.44712e-12,4.17761e-14,2.4108e-12,-8.86737e-11,
0.00904168,1.8,1.9694,0,0.00120187,0,0.370813,1.8,1.70393,1.70393,1.8,0.370813,1.70393,6.05958e-11,0.370813,0.00120187,2.25581e-12,1.9694,0.00120187,2.07163e-12,4.71235e-14,2.53702e-12,-9.12453e-11,
0.00904392,1.8,1.96945,0,0.001274,0,0.370575,1.8,1.70395,1.70395,1.8,0.370575,1.70395,9.37809e-11,0.370575,0.001274,2.38816e-12,1.96945,0.001274,-3.89108e-13,4.83325e-14,2.34973e-12,-8.59406e-11,
0.0090484,1.8,1.9695,0,0.00141983,0,0.370828,1.8,1.70399,1.70399,1.8,0.370828,1.70399,6.03314e-11,0.370828,0.00141983,2.65524e-12,1.9695,0.00141983,6.01214e-13,4.02128e-14,2.26082e-12,-9.05589e-11,
0.00905737,1.8,1.96956,0,0.00169906,0,0.370772,1.8,1.70407,1.70407,1.8,0.370772,1.70407,9.33716e-11,0.370772,0.00169906,3.16182e-12,1.96956,0.00169906,2.40908e-13,4.45582e-14,2.09094e-12,-8.2737e-11,
0.00907529,1.8,1.96968,0,0.00222587,0,0.37112,1.8,1.70423,1.70423,1.8,0.37112,1.70423,5.95259e-11,0.37112,0.00222587,4.10505e-12,1.96968,0.00222587,4.10135e-13,3.54078e-14,2.02791e-12,-8.56436e-11,
0.00911114,1.8,1.96985,0,0.00316755,0,0.371504,1.8,1.70455,1.70455,1.8,0.371504,1.70455,9.22664e-11,0.371504,0.00316755,5.74665e-12,1.96985,0.00316755,3.75146e-13,3.60612e-14,1.34716e-12,-7.45094e-11,
0.00918285,1.8,1.96995,0,0.00485045,0,0.372835,1.8,1.70518,1.70518,1.8,0.372835,1.70518,5.80503e-11,0.372835,0.00485045,8.54355e-12,1.96995,0.00485045,4.63018e-13,2.77986e-14,-9.67424e-13,-7.80581e-11,
0.00932626,1.8,1.97006,0,0.0078693,0,0.37655,1.8,1.7064,1.7064,1.8,0.37655,1.7064,9.34223e-11,0.37655,0.0078693,1.31287e-11,1.97006,0.0078693,1.52249e-14,2.94762e-14,1.2754e-12,-6.76681e-11,
0.00961308,1.8,1.97026,0,0.0127461,0,0.38134,1.8,1.70872,1.70872,1.8,0.38134,1.70872,6.25397e-11,0.38134,0.0127461,1.94543e-11,1.97026,0.0127461,2.48022e-13,1.67838e-14,-1.02653e-12,-6.68991e-11,
0.0101867,1.8,1.97045,0,0.0197418,0,0.386935,1.8,1.71293,1.71293,1.8,0.386935,1.71293,9.45513e-11,0.386935,0.0197418,2.6301e-11,1.97045,0.0197418,-7.36665e-15,1.63944e-14,1.20283e-12,-5.27999e-11,
0.011334,1.8,1.97065,0,0.0282148,0,0.395368,1.8,1.72005,1.72005,1.8,0.395368,1.72005,6.51844e-11,0.395368,0.0282148,3.18824e-11,1.97065,0.0282148,1.9818e-13,3.69715e-15,-1.09649e-12,-4.96229e-11,
0.012534,1.8,1.97072,0,0.0331327,0,0.400202,1.8,1.72606,1.72606,1.8,0.400202,1.72606,9.90764e-11,0.400202,0.0331327,3.40763e-11,1.97072,0.0331327,-6.82218e-14,7.45203e-15,1.15498e-12,-3.87701e-11,
0.013734,1.8,1.97077,0,0.0361945,0,0.404078,1.8,1.731,1.731,1.8,0.404078,1.731,6.9718e-11,0.404078,0.0361945,3.51817e-11,1.97077,0.0361945,1.74063e-13,-5.10816e-16,-1.1184e-12,-4.13472e-11,
0.014934,1.8,1.97079,0,0.0382275,0,0.406621,1.8,1.73513,1.73513,1.8,0.406621,1.73513,1.03911e-10,0.406621,0.0382275,3.57702e-11,1.97079,0.0382275,-9.4789e-14,5.11956e-15,1.14239e-12,-3.33576e-11,
0.016134,1.8,1.97082,0,0.0396425,0,0.408951,1.8,1.73862,1.73862,1.8,0.408951,1.73862,7.43706e-11,0.408951,0.0396425,3.61479e-11,1.97082,0.0396425,1.63825e-13,-1.91171e-15,-1.12546e-12,-3.75559e-11,
0.017334,1.8,1.97081,0,0.0406426,0,0.410588,1.8,1.74159,1.74159,1.8,0.410588,1.74159,1.08556e-10,0.410588,0.0406426,3.63976e-11,1.97081,0.0406426,-1.09033e-13,4.17907e-15,1.13717e-12,-3.05452e-11,
0.018534,1.8,1.97083,0,0.0413608,0,0.412141,1.8,1.74412,1.74412,1.8,0.412141,1.74412,7.86943e-11,0.412141,0.0413608,3.65688e-11,1.97083,0.0413608,1.57597e-13,-2.55089e-15,-1.12851e-12,-3.54111e-11,
0.019734,1.8,1.97083,0,0.0418874,0,0.413261,1.8,1.7463,1.7463,1.8,0.413261,1.7463,1.12632e-10,0.413261,0.0418874,3.66894e-11,1.97083,0.0418874,-1.18381e-13,3.74472e-15,1.13461e-12,-2.88837e-11,
0.020934,1.8,1.97084,0,0.0422643,0,0.414369,1.8,1.74816,1.74816,1.8,0.414369,1.74816,8.25716e-11,0.414369,0.0422643,3.6774e-11,1.97084,0.0422643,1.5369e-13,-2.89032e-15,-1.13e-12,-3.40814e-11,
0.021,1.8,1.97083,0,0.0422796,0,0.414403,1.8,1.74825,1.74825,1.8,0.414403,1.74825,1.14985e-10,0.414403,0.0422796,3.67769e-11,1.97083,0.0422796,-1.25952e-13,3.5193e-15,1.13071e-12,-2.82332e-11,
0.021002,1.8,1.96322,0.18,0.0447484,0,0.415503,1.8,1.74826,1.74826,1.8,0.415503,1.74826,1.65246e-10,0.415503,0.0447484,3.72847e-11,1.96322,0.0447484,3.64446e-12,1.67534e-12,-2.72443e-09,-3.66735e-10,
0.0210025,1.8,1.94216,0.225,0.0462043,0,0.41549,1.8,1.74826,1.74826,1.8,0.41549,1.74826,2.47552e-10,0.41549,0.0462043,3.75508e-11,1.94216,0.0462043,1.4334e-11,3.96205e-12,-2.90847e-09,-2.21452e-09,
0.0210035,1.8,1.70232,0.315,0.0566098,0,0.418599,1.8,1.74826,1.74826,1.8,0.418599,1.74826,1.02895e-09,0.418599,0.0566098,3.89214e-11,1.70232,0.05661,5.67937e-11,2.43503e-11,-5.51995e-09,-1.81122e-08,
0.0210046,1.8,0.645515,0.413116,0.0961933,0,0.434762,1.8,1.74826,1.74826,1.8,0.434762,1.74826,2.95289e-09,0.434762,0.0961933,4.06126e-11,0.645514,0.0961938,1.52429e-10,7.44246e-11,-1.26099e-08,-5.62477e-08,
0.0210054,1.8,0.114992,0.489614,0.116083,0,0.443205,1.8,1.74826,1.74826,1.8,0.443205,1.74826,-2.55721e-10,0.443205,0.116083,4.08433e-11,0.114992,0.116083,-1.07566e-11,-1.07678e-11,-1.02523e-09,9.73327e-09,
0.0210063,1.8,0.118293,0.569897,0.11805,0,0.444783,1.8,1.74826,1.74826,1.8,0.444783,1.74826,4.995e-10,0.444783,0.11805,4.08569e-11,0.118292,0.11805,1.85882e-11,1.64647e-11,-5.50834e-09,-1.09823e-08,
0.021007,1.8,0.120651,0.634185,0.120694,0,0.44613,1.8,1.74826,1.74826,1.8,0.44613,1.74826,-8.91376e-11,0.44613,0.120694,4.08774e-11,0.120651,0.120694,2.85229e-12,-6.53023e-12,-4.02922e-09,9.74029e-09,
0.0210079,1.8,0.124643,0.7108,0.124608,0,0.447699,1.8,1.74827,1.74827,1.8,0.447699,1.74827,6.74381e-10,0.447699,0.124608,4.09008e-11,0.124643,0.124608,3.19872e-11,1.90395e-11,-7.44843e-09,-1.08448e-08,
0.0210096,1.8,0.132916,0.864028,0.132925,0,0.450507,1.8,1.74827,1.74827,1.8,0.450507,1.74827,-6.28905e-11,0.450507,0.132925,4.09458e-11,0.132916,0.132925,7.76729e-12,-5.75104e-12,-4.62249e-09,9.76067e-09,
0.0210121,1.8,0.145032,1.08589,0.145023,0,0.454657,1.8,1.74827,1.74827,1.8,0.454657,1.74827,6.7063e-10,0.454657,0.145023,4.09899e-11,0.145032,0.145023,3.24091e-11,1.91019e-11,-7.49406e-09,-1.08361e-08,
0.021017,1.8,0.169246,1.52962,0.169248,0,0.466709,1.8,1.74828,1.74828,1.8,0.466709,1.74828,-6.56594e-11,0.466709,0.169248,4.1042e-11,0.169246,0.169248,1.00646e-12,-5.64181e-12,-4.61304e-09,9.75482e-09,
0.02102,1.8,0.184013,1.8,0.184009,0,0.472967,1.8,1.74828,1.74828,1.8,0.472967,1.74828,6.61334e-10,0.472967,0.184009,4.10546e-11,0.184013,0.184009,3.64221e-11,1.9008e-11,-7.48648e-09,-1.08376e-08,
0.0210208,1.8,0.184432,1.8,0.184431,0,0.472998,1.8,1.74828,1.74828,1.8,0.472998,1.74828,6.4159e-11,0.472998,0.184431,4.10559e-11,0.184432,0.184431,7.65727e-12,6.45839e-13,3.6364e-11,-7.5212e-10,
0.0210224,1.8,0.185277,1.8,0.185277,0,0.475136,1.8,1.74829,1.74829,1.8,0.475136,1.74829,6.47488e-11,0.475136,0.185277,4.10562e-11,0.185277,0.185277,-4.44528e-12,7.64644e-13,3.70766e-11,-7.43505e-10,
0.0210257,1.8,0.186959,1.8,0.186959,0,0.477322,1.8,1.74829,1.74829,1.8,0.477322,1.74829,6.46002e-11,0.477322,0.186959,4.10572e-11,0.186959,0.186959,1.36152e-11,8.15208e-13,3.61527e-11,-7.49207e-10,
0.0210322,1.8,0.190325,1.8,0.190325,0,0.482249,1.8,1.7483,1.7483,1.8,0.482249,1.7483,6.59827e-11,0.482249,0.190325,4.10589e-11,0.190325,0.190325,-5.37915e-12,5.87845e-13,3.71495e-11,-7.43837e-10,
0.0210453,1.8,0.197055,1.8,0.197055,0,0.491551,1.8,1.74832,1.74832,1.8,0.491551,1.74832,6.71378e-11,0.491551,0.197055,4.10612e-11,0.197055,0.197055,1.37349e-11,7.27728e-13,3.61268e-11,-7.49019e-10,
0.0210714,1.8,0.210512,1.8,0.210512,0,0.510041,1.8,1.74836,1.74836,1.8,0.510041,1.74836,7.17628e-11,0.510041,0.210512,4.10624e-11,0.210512,0.210512,-5.95656e-12,6.74555e-13,3.71343e-11,-7.43903e-10,
0.0211236,1.8,0.237389,1.8,0.237389,0,0.540458,1.8,1.74843,1.74843,1.8,0.540458,1.74843,7.67553e-11,0.540458,0.237389,4.10547e-11,0.237389,0.237389,1.39355e-11,7.25735e-13,3.60219e-11,-7.4856e-10,
0.021228,1.8,0.291089,1.8,0.291089,0,0.59347,1.8,1.74857,1.74857,1.8,0.59347,1.74857,8.71059e-11,0.59347,0.291089,4.10162e-11,0.291089,0.291089,-6.98019e-12,6.70188e-13,3.70609e-11,-7.43744e-10,
0.0214369,1.8,0.398329,1.8,0.398329,0,0.682427,1.8,1.74886,1.74886,1.8,0.682427,1.74886,9.25462e-11,0.682427,0.398329,4.09027e-11,0.398329,0.398329,1.28188e-11,7.20098e-13,3.59111e-11,-7.47973e-10,
0.0218546,1.8,0.612386,1.8,0.612386,0,0.846484,1.8,1.7494,1.7494,1.8,0.846484,1.7494,8.6411e-11,0.846484,0.612386,4.06482e-11,0.612386,0.612386,-7.43426e-12,6.73712e-13,3.68992e-11,-7.41721e-10,
0.02269,1.8,1.03905,1.8,1.03905,0,1.16929,1.8,1.7504,1.7504,1.8,1.16929,1.7504,7.60068e-11,1.16929,1.03905,4.01831e-11,1.03905,1.03905,1.27305e-11,7.1439e-13,3.52555e-11,-7.43676e-10,
0.02302,1.8,1.21241,1.8,1.21219,0,1.29562,1.8,1.75077,1.75077,1.8,1.29562,1.75077,7.36613e-11,1.29562,1.21219,4.00246e-11,1.21241,1.21219,-7.48413e-12,7.12969e-13,4.60777e-13,-7.35939e-10,
0.023022,1.8,1.2151,1.62,1.21129,0,1.29561,1.8,1.75077,1.75077,1.8,1.29561,1.75077,2.17687e-11,1.29561,1.21129,4.00253e-11,1.2151,1.21129,-5.07159e-14,-6.10725e-13,2.18672e-09,-7.21352e-10,
0.023026,1.8,1.22317,1.26,1.20944,0,1.29554,1.8,1.75078,1.75078,1.8,1.29554,1.75078,2.06115e-11,1.29554,1.20944,4.00269e-11,1.22317,1.20944,-2.01931e-13,-6.63641e-13,2.27424e-09,-6.71076e-10,
0.023034,1.8,1.24353,0.54,1.20559,0,1.29529,1.8,1.75079,1.75079,1.8,1.29529,1.75079,1.97057e-11,1.29529,1.20559,4.00301e-11,1.24353,1.20559,-4.47506e-13,-7.37036e-13,2.46194e-09,-6.82139e-10,
0.02304,1.8,1.25879,3.07754e-13,1.20269,0,1.29525,1.8,1.75079,1.75079,1.8,1.29525,1.75079,2.77533e-11,1.29525,1.20269,4.00326e-11,1.25879,1.20269,-5.91111e-13,-8.85923e-13,2.77671e-09,-6.70428e-10,
0.0230403,1.8,1.26293,0,1.20269,0,1.29543,1.8,1.75079,1.75079,1.8,1.29543,1.75079,5.00965e-11,1.29543,1.20269,4.00326e-11,1.26293,1.20269,-1.5743e-12,-3.20324e-12,1.08531e-10,-1.73653e-10,
0.0230408,1.8,1.27121,0,1.20269,0,1.29553,1.8,1.75079,1.75079,1.8,1.29553,1.75079,9.9948e-11,1.29553,1.20269,4.00326e-11,1.27121,1.20269,9.6972e-13,-2.02806e-12,1.09097e-10,-1.61758e-10,
0.0230419,1.8,1.28774,0,1.20266,0,1.2957,1.8,1.7508,1.7508,1.8,1.2957,1.7508,1.10985e-10,1.2957,1.20266,4.00326e-11,1.28774,1.20266,2.76362e-12,-1.74636e-13,1.08721e-10,-1.57304e-10,
0.023044,1.8,1.32075,0,1.20264,0,1.29558,1.8,1.7508,1.7508,1.8,1.29558,1.7508,-1.12167e-11,1.29558,1.20264,4.00326e-11,1.32075,1.20264,6.75649e-13,7.8961e-13,1.08525e-10,-1.8517e-10,
0.0230482,1.8,1.38663,0,1.20259,0,1.29592,1.8,1.7508,1.7508,1.8,1.29592,1.7508,1.11193e-10,1.29592,1.20259,4.00327e-11,1.38663,1.20259,1.50888e-12,1.27132e-12,1.07955e-10,-1.56249e-10,
0.0230567,1.8,1.51777,0,1.20252,0,1.29696,1.8,1.75081,1.75081,1.8,1.29696,1.75081,-9.81565e-12,1.29696,1.20252,4.00327e-11,1.51777,1.20252,1.88682e-13,-1.29654e-12,1.06673e-10,-1.82374e-10,
0.0230736,1.8,1.7758,0,1.20235,0,1.29862,1.8,1.75083,1.75083,1.8,1.29862,1.75083,1.13735e-10,1.29862,1.20235,4.00329e-11,1.7758,1.20235,1.50114e-12,1.2704e-12,1.05323e-10,-1.52198e-10,
0.0230779,1.8,1.839,0,1.20231,0,1.29906,1.8,1.75084,1.75084,1.8,1.29906,1.75084,5.32154e-11,1.29906,1.20231,4.00329e-11,1.839,1.20231,7.01421e-13,-1.50737e-14,1.03842e-10,-1.64425e-10,
0.0230864,1.8,1.94342,0,1.20223,0,1.2999,1.8,1.75085,1.75085,1.8,1.2999,1.75085,5.40838e-11,1.2999,1.20223,4.0033e-11,1.94342,1.20223,6.04974e-13,-1.6368e-14,6.77178e-11,-1.13774e-10,
0.0231033,1.8,1.98026,0,1.20206,0,1.3015,1.8,1.75086,1.75086,1.8,1.3015,1.75086,5.58381e-11,1.3015,1.20206,4.00331e-11,1.98026,1.20206,5.04412e-13,-1.59736e-14,-3.75715e-11,3.34103e-11,
0.0231268,1.8,1.96366,0,1.20183,0,1.30362,1.8,1.75089,1.75089,1.8,1.30362,1.75089,5.83443e-11,1.30362,1.20183,4.00333e-11,1.96366,1.20183,3.46688e-13,-1.67223e-14,2.75635e-11,-5.76599e-11,
0.0231488,1.8,1.97601,0,1.20161,0,1.30487,1.8,1.75091,1.75091,1.8,1.30487,1.75091,6.0074e-11,1.30487,1.20161,4.00335e-11,1.97601,1.20161,4.44406e-13,-1.91566e-14,-1.98894e-11,8.69891e-12,
0.0231928,1.8,1.9666,0,1.20116,0,1.30665,1.8,1.75096,1.75096,1.8,1.30665,1.75096,6.26604e-11,1.30665,1.20116,4.00339e-11,1.9666,1.20116,1.21245e-13,-1.82898e-14,1.67704e-11,-4.26244e-11,
0.0232757,1.8,1.97516,0,1.20031,0,1.30821,1.8,1.75105,1.75105,1.8,1.30821,1.75105,6.57334e-11,1.30821,1.20031,4.00346e-11,1.97516,1.20031,1.52371e-13,-1.83446e-14,-1.54751e-11,2.44819e-12,
0.0234414,1.8,1.96841,0,1.19859,0,1.30832,1.8,1.75122,1.75122,1.8,1.30832,1.75122,6.77261e-11,1.30832,1.19859,4.00361e-11,1.96841,1.19859,-1.311e-13,-1.84535e-14,1.47613e-11,-3.98414e-11,
0.0237728,1.8,1.97621,0,1.19515,0,1.30607,1.8,1.75156,1.75156,1.8,1.30607,1.75156,6.83632e-11,1.30607,1.19515,4.0039e-11,1.97621,1.19515,4.47415e-14,-1.8599e-14,-1.45799e-11,1.24451e-12,
0.024,1.8,1.96744,0,1.19279,0,1.30441,1.8,1.75178,1.75178,1.8,1.30441,1.75178,6.85057e-11,1.30441,1.19279,4.00411e-11,1.96744,1.19279,-1.3716e-13,-2.43847e-14,1.38959e-11,-3.85153e-11,
0.024002,1.8,1.96937,0,1.19262,0,1.27718,1.62,1.75112,1.75112,1.8,1.27718,1.75112,3.18108e-11,1.27718,1.19262,4.00412e-11,1.96937,1.19262,2.47919e-09,-7.81949e-13,6.12473e-12,-1.41866e-09,
0.0240025,1.8,1.96976,0,1.19271,0,1.2946,1.575,1.75082,1.75082,1.8,1.2946,1.75082,5.93749e-11,1.2946,1.19271,4.00411e-11,1.96976,1.19271,2.74233e-09,8.39602e-13,9.26221e-12,-1.19288e-09,
0.0240035,1.8,1.97039,0,1.19374,0,1.48862,1.485,1.74863,1.74863,1.8,1.48862,1.74863,3.11767e-08,1.48862,1.19374,4.00403e-11,1.97039,1.19374,4.83909e-09,5.51098e-12,2.16352e-11,-7.02133e-11,
0.0240045,1.8,1.9707,0,1.19422,0,1.57139,1.39706,1.73668,1.73668,1.8,1.57139,1.73668,4.94145e-07,1.57139,1.19422,4.00398e-11,1.9707,1.19422,1.10025e-09,-7.24788e-12,-2.61722e-11,-2.10385e-09,
0.0240056,1.8,1.9709,0,1.19444,0,1.60146,1.29604,1.69344,1.69344,1.8,1.60146,1.69344,1.26732e-06,1.60146,1.19444,4.00397e-11,1.9709,1.19444,3.70715e-09,5.13487e-12,1.76933e-11,-1.16915e-09,
0.0240078,1.8,1.97112,0,1.19433,0,1.58737,1.09401,1.5917,1.5917,1.8,1.58737,1.5917,8.18233e-07,1.58737,1.19433,4.00397e-11,1.97112,1.19433,1.02918e-09,-8.11528e-12,-3.47293e-11,-2.72307e-09,
0.0240105,1.8,1.97112,0,1.19397,0,1.53422,0.855185,1.53439,1.53439,1.8,1.53422,1.53439,1.46798e-07,1.53422,1.19397,4.00401e-11,1.97112,1.19397,7.66298e-09,7.2466e-12,3.019e-11,-1.56171e-09,
0.024014,1.8,1.97113,0,1.19381,0,1.51446,0.543906,1.51448,1.51448,1.8,1.51446,1.51448,7.57213e-08,1.51446,1.19381,4.00402e-11,1.97113,1.19381,4.02426e-09,-6.9798e-12,-2.94958e-11,-4.43959e-09,
0.02402,1.8,1.9711,0,1.19365,0,1.49621,7.32747e-14,1.49622,1.49622,1.8,1.49621,1.49622,4.03777e-08,1.49621,1.19365,4.00404e-11,1.9711,1.19365,8.04848e-09,8.26466e-12,2.91113e-11,-4.58071e-09,
