2:FourPixel,
Transient Analysis,
Tue Nov 20 15:07:46 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\FourPixel.cir,
time [sec],v(vdd) [V],v(11:n1) [V],v(expose) [V],v(11:n2) [V],v(erase) [V],v(11:n3) [V],v(nre_r1) [V],v(out1) [V],v(12:n1) [V],v(12:n2) [V],v(12:n3) [V],v(out2) [V],v(21:n1) [V],v(21:n2) [V],v(21:n3) [V],v(nre_r2) [V],v(22:n1) [V],v(22:n2) [V],v(22:n3) [V],v(m:22:c.drain) [V],v(m:22:c.source) [V],v(m:22:p4.drain) [V],v(m:22:p4.source) [V],v(m:22:p3.drain) [V],v(m:22:p3.source) [V],v(m:21:c.drain) [V],v(m:21:c.source) [V],v(m:21:p4.drain) [V],v(m:21:p4.source) [V],v(m:21:p3.drain) [V],v(m:21:p3.source) [V],v(m:12:c.drain) [V],v(m:12:c.source) [V],v(m:12:p4.drain) [V],v(m:12:p4.source) [V],v(m:12:p3.drain) [V],v(m:12:p3.source) [V],v(m:11:c.drain) [V],v(m:11:c.source) [V],v(m:11:p4.drain) [V],v(m:11:p4.source) [V],v(m:11:p3.drain) [V],v(m:11:p3.source) [V],v(m:22:n2.drain) [V],v(m:22:n2.source) [V],v(m:22:n1.drain) [V],v(m:22:n1.source) [V],v(m:21:n2.drain) [V],v(m:21:n2.source) [V],v(m:21:n1.drain) [V],v(m:21:n1.source) [V],v(m:12:n2.drain) [V],v(m:12:n2.source) [V],v(m:12:n1.drain) [V],v(m:12:n1.source) [V],v(m:11:n2.drain) [V],v(m:11:n2.source) [V],v(m:11:n1.drain) [V],v(m:11:n1.source) [V],i(vnre_r2) [A],i(vnre_r1) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0250909,1.8,1.97112,0,1.18283,0,1.30635,1.8,1.55434,1.97112,1.18283,1.30635,1.55432,1.97112,1.18268,1.27237,1.8,1.97111,1.18143,1.27174,1.55432,1.8,1.27174,1.55432,4.42225e-11,1.27174,1.55434,1.8,1.27237,1.55434,4.40588e-11,1.27237,1.55432,1.8,1.30635,1.55432,8.57996e-11,1.30635,1.55434,1.8,1.30635,1.55434,8.57997e-11,1.30635,1.18143,4.00509e-11,1.97111,1.18143,1.18268,4.00498e-11,1.97112,1.18268,1.18283,4.00497e-11,1.97112,1.18283,1.18283,4.00497e-11,1.97112,1.18283,3.34149e-12,6.59388e-13,-7.73383e-14,-3.96958e-12,-5.24419e-09,
0.0251426,1.8,1.97111,0,1.18221,0,1.291,1.8,1.5726,1.97111,1.18221,1.291,1.57258,1.97112,1.18214,1.27193,1.8,1.97111,1.1809,1.27128,1.57258,1.8,1.27128,1.57258,4.42126e-11,1.27128,1.5726,1.8,1.27193,1.5726,4.40434e-11,1.27193,1.57258,1.8,1.291,1.57258,6.10457e-11,1.291,1.5726,1.8,1.291,1.5726,6.10457e-11,1.291,1.1809,4.00514e-11,1.97111,1.1809,1.18214,4.00503e-11,1.97112,1.18214,1.18221,4.00502e-11,1.97111,1.18221,1.18221,4.00502e-11,1.97111,1.18221,6.82452e-12,1.6013e-12,-7.14649e-14,3.45101e-12,-3.34926e-09,
0.0252461,1.8,1.97112,0,1.18107,0,1.27865,1.8,1.59487,1.97112,1.18107,1.27865,1.59484,1.97111,1.18106,1.27109,1.8,1.97112,1.17983,1.27041,1.59484,1.8,1.27041,1.59484,4.41911e-11,1.27041,1.59487,1.8,1.27109,1.59487,4.40334e-11,1.27109,1.59484,1.8,1.27865,1.59484,4.94277e-11,1.27865,1.59487,1.8,1.27865,1.59487,4.94276e-11,1.27865,1.17983,4.00523e-11,1.97112,1.17983,1.18106,4.00512e-11,1.97111,1.18106,1.18107,4.00512e-11,1.97112,1.18107,1.18107,4.00512e-11,1.97112,1.18107,-6.33018e-13,1.45628e-12,-6.34019e-14,-3.76044e-12,-1.9298e-09,
0.025453,1.8,1.97111,0,1.17889,0,1.27072,1.8,1.61962,1.97111,1.17889,1.27072,1.61959,1.97112,1.17892,1.26952,1.8,1.97112,1.17769,1.26879,1.61959,1.8,1.26879,1.61959,4.4212e-11,1.26879,1.61962,1.8,1.26952,1.61962,4.40802e-11,1.26952,1.61959,1.8,1.27072,1.61959,4.47909e-11,1.27072,1.61962,1.8,1.27072,1.61962,4.4791e-11,1.27072,1.17769,4.00542e-11,1.97112,1.17769,1.17892,4.00531e-11,1.97112,1.17892,1.17889,4.00531e-11,1.97111,1.17889,1.17889,4.00531e-11,1.97111,1.17889,3.93537e-12,1.01033e-12,-5.65676e-14,3.15603e-12,-1.05101e-09,
0.0258667,1.8,1.97112,0,1.1746,0,1.26655,1.8,1.64556,1.97112,1.1746,1.26655,1.64553,1.97112,1.17463,1.26674,1.8,1.97112,1.17341,1.26598,1.64553,1.8,1.26598,1.64553,4.45052e-11,1.26598,1.64556,1.8,1.26674,1.64556,4.43898e-11,1.26674,1.64553,1.8,1.26655,1.64553,4.43068e-11,1.26655,1.64556,1.8,1.26655,1.64556,4.43071e-11,1.26655,1.17341,4.00579e-11,1.97112,1.17341,1.17463,4.00569e-11,1.97112,1.17463,1.1746,4.00569e-11,1.97112,1.1746,1.1746,4.00569e-11,1.97112,1.1746,-2.28071e-12,5.53958e-13,-5.20344e-14,-3.88791e-12,-5.59448e-10,
0.026,1.8,1.97111,0,1.17322,0,1.26581,1.8,1.65084,1.97111,1.17323,1.26581,1.65081,1.97112,1.17325,1.26589,1.8,1.97111,1.17204,1.26514,1.65081,1.8,1.26514,1.65081,4.46327e-11,1.26514,1.65084,1.8,1.26589,1.65084,4.4524e-11,1.26589,1.65081,1.8,1.26581,1.65081,4.44451e-11,1.26581,1.65084,1.8,1.26581,1.65084,4.44456e-11,1.26581,1.17204,4.00591e-11,1.97111,1.17204,1.17325,4.00581e-11,1.97112,1.17325,1.17323,4.00581e-11,1.97111,1.17323,1.17322,4.00581e-11,1.97111,1.17322,3.26986e-12,4.54571e-13,-3.08616e-14,3.29718e-12,-4.95566e-10,
0.026002,1.8,1.97111,0,1.1732,0,1.2658,1.8,1.65071,1.97111,1.1732,1.2658,1.65068,1.97113,1.17274,1.17727,1.62,1.97111,1.17163,1.19454,1.65068,1.8,1.19454,1.65068,1.83829e-11,1.19454,1.65071,1.8,1.17727,1.65071,1.51918e-11,1.17727,1.65068,1.8,1.2658,1.65068,4.44465e-11,1.2658,1.65071,1.8,1.2658,1.65071,4.44471e-11,1.2658,1.17163,4.00595e-11,1.97111,1.17163,1.17274,4.00585e-11,1.97113,1.17274,1.1732,4.00581e-11,1.97111,1.1732,1.1732,4.00581e-11,1.97111,1.1732,4.60913e-09,-1.06579e-12,3.00723e-13,-1.92305e-12,-3.28624e-09,
0.0260025,1.8,1.97111,0,1.1732,0,1.26579,1.8,1.65067,1.97111,1.1732,1.26579,1.65064,1.97115,1.17263,1.15601,1.575,1.9711,1.17154,1.17756,1.65064,1.8,1.17756,1.65064,1.83741e-11,1.17756,1.65067,1.8,1.15601,1.65067,1.55824e-11,1.15601,1.65064,1.8,1.26579,1.65064,4.41812e-11,1.26579,1.65067,1.8,1.26579,1.65067,4.41824e-11,1.26579,1.17154,4.00596e-11,1.9711,1.17154,1.17263,4.00586e-11,1.97115,1.17263,1.1732,4.00581e-11,1.97111,1.1732,1.1732,4.00581e-11,1.97111,1.1732,4.49417e-09,-1.23302e-12,8.24259e-13,-9.50398e-12,-3.14348e-09,
0.0260035,1.8,1.97111,0,1.17318,0,1.26578,1.8,1.65057,1.97111,1.17318,1.26578,1.65054,1.97118,1.17246,1.12642,1.485,1.9711,1.17141,1.15381,1.65054,1.8,1.15381,1.65054,2.39582e-11,1.15381,1.65057,1.8,1.12642,1.65057,2.29331e-11,1.12642,1.65054,1.8,1.26578,1.65054,4.38851e-11,1.26578,1.65057,1.8,1.26578,1.65057,4.3887e-11,1.26578,1.17141,4.00597e-11,1.9711,1.17141,1.17246,4.00588e-11,1.97118,1.17246,1.17318,4.00581e-11,1.97111,1.17318,1.17318,4.00581e-11,1.97111,1.17318,4.66774e-09,-2.27948e-12,6.03332e-14,-1.31569e-11,-2.94691e-09,
0.0260038,1.8,1.97111,0,1.17318,0,1.26578,1.8,1.65053,1.97111,1.17318,1.26578,1.6505,1.97119,1.17247,1.12804,1.4625,1.97109,1.17141,1.15501,1.6505,1.8,1.15501,1.6505,2.96563e-11,1.15501,1.65053,1.8,1.12804,1.65053,3.00588e-11,1.12804,1.6505,1.8,1.26578,1.6505,4.2997e-11,1.26578,1.65053,1.8,1.26578,1.65053,4.30008e-11,1.26578,1.17141,4.00597e-11,1.97109,1.17141,1.17247,4.00587e-11,1.97119,1.17247,1.17318,4.00581e-11,1.97111,1.17318,1.17318,4.00581e-11,1.97111,1.17318,4.96735e-09,-5.24197e-12,2.94129e-13,-2.51089e-11,-2.91805e-09,
0.0260043,1.8,1.97111,0,1.17317,0,1.26578,1.8,1.65037,1.97111,1.17317,1.26578,1.65034,1.97121,1.17265,1.16006,1.4175,1.97109,1.17155,1.18031,1.65034,1.8,1.18031,1.65034,5.61272e-11,1.18031,1.65037,1.8,1.16006,1.65037,6.32245e-11,1.16006,1.65034,1.8,1.26578,1.65034,4.24367e-11,1.26578,1.65037,1.8,1.26578,1.65037,4.24418e-11,1.26578,1.17155,4.00596e-11,1.97109,1.17155,1.17265,4.00586e-11,1.97121,1.17265,1.17317,4.00582e-11,1.97111,1.17317,1.17317,4.00582e-11,1.97111,1.17317,6.31991e-09,-1.25047e-11,2.0446e-12,-1.56309e-11,-2.62001e-09,
0.0260044,1.8,1.97111,0,1.17317,0,1.26578,1.8,1.6503,1.97111,1.17317,1.26578,1.65027,1.97122,1.17277,1.18218,1.40625,1.97109,1.17165,1.19784,1.65027,1.8,1.19784,1.65027,6.96722e-11,1.19784,1.6503,1.8,1.18218,1.6503,7.9938e-11,1.18218,1.65027,1.8,1.26578,1.65027,3.98423e-11,1.26578,1.6503,1.8,1.26578,1.6503,3.98531e-11,1.26578,1.17165,4.00595e-11,1.97109,1.17165,1.17277,4.00585e-11,1.97122,1.17277,1.17317,4.00582e-11,1.97111,1.17317,1.17317,4.00582e-11,1.97111,1.17317,7.00392e-09,-8.65693e-12,6.51756e-12,-1.82195e-11,-2.4868e-09,
0.0260046,1.8,1.97111,0,1.17316,0,1.26577,1.8,1.65011,1.97111,1.17316,1.26577,1.65008,1.97125,1.17313,1.24728,1.38375,1.97109,1.17193,1.24953,1.65008,1.8,1.24953,1.65008,1.14175e-10,1.24953,1.65011,1.8,1.24728,1.65011,1.33587e-10,1.24728,1.65008,1.8,1.26577,1.65008,3.87808e-11,1.26577,1.65011,1.8,1.26577,1.65011,3.87939e-11,1.26577,1.17193,4.00593e-11,1.97109,1.17193,1.17313,4.00582e-11,1.97125,1.17313,1.17316,4.00582e-11,1.97111,1.17316,1.17316,4.00582e-11,1.97111,1.17316,9.03099e-09,-1.77195e-11,1.34296e-11,1.85896e-11,-2.09351e-09,
0.0260051,1.8,1.97111,0,1.17315,0,1.26577,1.8,1.64922,1.97111,1.17316,1.26577,1.64919,1.97125,1.17442,1.48643,1.33875,1.97109,1.17312,1.4723,1.64919,1.8,1.4723,1.64919,3.06438e-08,1.4723,1.64922,1.8,1.48643,1.64922,4.8187e-08,1.48643,1.64919,1.8,1.26577,1.64919,4.08707e-11,1.26577,1.64922,1.8,1.26577,1.64922,4.08792e-11,1.26577,1.17312,4.00582e-11,1.97109,1.17312,1.17442,4.00571e-11,1.97125,1.17442,1.17316,4.00582e-11,1.97111,1.17316,1.17315,4.00582e-11,1.97111,1.17315,1.32054e-08,-5.10358e-11,2.02504e-11,7.96698e-11,-1.00441e-09,
0.0260056,1.8,1.97111,0,1.17315,0,1.26576,1.8,1.64677,1.97111,1.17315,1.26576,1.64674,1.97122,1.17477,1.54677,1.29327,1.97109,1.17354,1.54611,1.64674,1.8,1.54611,1.64674,3.64056e-07,1.54611,1.64677,1.8,1.54677,1.64677,3.60424e-07,1.54677,1.64674,1.8,1.26576,1.64674,4.04279e-11,1.26576,1.64677,1.8,1.26576,1.64677,4.04373e-11,1.26576,1.17354,4.00578e-11,1.97109,1.17354,1.17477,4.00567e-11,1.97122,1.17477,1.17315,4.00582e-11,1.97111,1.17315,1.17315,4.00582e-11,1.97111,1.17315,1.23866e-11,-9.32822e-11,-1.75716e-11,-7.81916e-11,-4.01769e-09,
0.0260062,1.8,1.97111,0,1.17314,0,1.26575,1.8,1.63949,1.97111,1.17314,1.26575,1.63946,1.97119,1.17494,1.57183,1.24219,1.9711,1.17371,1.57072,1.63946,1.8,1.57073,1.63946,7.9725e-07,1.57072,1.63949,1.8,1.57183,1.63949,8.02236e-07,1.57183,1.63946,1.8,1.26575,1.63946,4.04361e-11,1.26575,1.63949,1.8,1.26575,1.63949,4.04456e-11,1.26575,1.17371,4.00577e-11,1.9711,1.17371,1.17494,4.00566e-11,1.97119,1.17494,1.17314,4.00582e-11,1.97111,1.17314,1.17314,4.00582e-11,1.97111,1.17314,1.08215e-08,-2.77064e-10,1.69045e-11,4.1548e-11,-2.34804e-09,
0.0260072,1.8,1.97111,0,1.17312,0,1.26574,1.8,1.61169,1.97111,1.17313,1.26574,1.6115,1.97115,1.17512,1.59479,1.14774,1.9711,1.17391,1.59427,1.6115,1.8,1.59427,1.6115,1.64988e-06,1.59427,1.61169,1.8,1.5948,1.61169,1.62939e-06,1.59479,1.6115,1.8,1.26574,1.6115,4.19894e-11,1.26574,1.61169,1.8,1.26574,1.61169,4.19954e-11,1.26574,1.17391,4.00574e-11,1.9711,1.17391,1.17512,4.00564e-11,1.97115,1.17512,1.17313,4.00582e-11,1.97111,1.17313,1.17312,4.00582e-11,1.97111,1.17312,-6.34121e-12,-5.00451e-10,-2.22176e-11,-3.27521e-11,-5.69125e-09,
0.0260086,1.8,1.97111,0,1.17311,0,1.26573,1.8,1.57553,1.97111,1.17311,1.26573,1.57496,1.97113,1.17493,1.57312,1.02653,1.9711,1.17371,1.5725,1.57496,1.8,1.5725,1.57496,8.45387e-07,1.5725,1.57553,1.8,1.57312,1.57553,8.37016e-07,1.57312,1.57496,1.8,1.26573,1.57496,4.23554e-11,1.26573,1.57553,1.8,1.26573,1.57553,4.23606e-11,1.26573,1.17371,4.00577e-11,1.9711,1.17371,1.17493,4.00566e-11,1.97113,1.17493,1.17311,4.00582e-11,1.97111,1.17311,1.17311,4.00582e-11,1.97111,1.17311,1.35839e-08,-2.92561e-10,2.08708e-11,4.34374e-11,-3.8761e-09,
0.0260113,1.8,1.97111,0,1.17308,0,1.2657,1.8,1.54143,1.97111,1.17308,1.2657,1.54065,1.9711,1.17469,1.54128,0.784104,1.97111,1.17345,1.5405,1.54065,1.8,1.5405,1.54064,3.01846e-07,1.5405,1.54143,1.8,1.54128,1.54143,3.00332e-07,1.54128,1.54065,1.8,1.2657,1.54065,4.33013e-11,1.2657,1.54143,1.8,1.2657,1.54143,4.33043e-11,1.2657,1.17345,4.00579e-11,1.97111,1.17345,1.17469,4.00568e-11,1.9711,1.17469,1.17308,4.00582e-11,1.97111,1.17308,1.17308,4.00582e-11,1.97111,1.17308,7.34297e-09,-8.13647e-11,-1.72993e-11,-3.91672e-11,-8.63883e-09,
0.0260152,1.8,1.97111,0,1.17303,0,1.26567,1.8,1.52157,1.97111,1.17304,1.26567,1.52077,1.97112,1.17454,1.52151,0.435902,1.97111,1.17328,1.52071,1.52077,1.8,1.52071,1.52077,1.59981e-07,1.52071,1.52157,1.8,1.52151,1.52157,1.59045e-07,1.52151,1.52077,1.8,1.26567,1.52077,4.3594e-11,1.26567,1.52157,1.8,1.26567,1.52157,4.35964e-11,1.26567,1.17328,4.00581e-11,1.97111,1.17328,1.17454,4.0057e-11,1.97112,1.17454,1.17304,4.00583e-11,1.97111,1.17304,1.17303,4.00583e-11,1.97111,1.17303,1.62172e-08,-6.96936e-11,1.80929e-11,4.81738e-11,-1.12534e-08,
0.0260196,1.8,1.97111,0,1.17299,0,1.26564,1.8,1.5094,1.97111,1.17299,1.26564,1.50864,1.97111,1.17441,1.50939,0.031566,1.97111,1.17317,1.50863,1.50864,1.8,1.50863,1.50864,1.05091e-07,1.50863,1.5094,1.8,1.50939,1.5094,1.04484e-07,1.50939,1.50864,1.8,1.26564,1.50864,4.36684e-11,1.26564,1.5094,1.8,1.26564,1.5094,4.36706e-11,1.26564,1.17317,4.00581e-11,1.97111,1.17317,1.17441,4.0057e-11,1.97111,1.17441,1.17299,4.00583e-11,1.97111,1.17299,1.17299,4.00583e-11,1.97111,1.17299,8.01765e-09,-9.94545e-12,-1.83426e-11,-4.14551e-11,-1.67466e-08,
0.02602,1.8,1.97111,0,1.17298,0,1.26565,1.8,1.50872,1.97111,1.17298,1.26565,1.50796,1.9711,1.1744,1.50869,0,1.9711,1.17317,1.50793,1.50796,1.8,1.50793,1.50796,1.0477e-07,1.50793,1.50872,1.8,1.50869,1.50872,1.04031e-07,1.50869,1.50796,1.8,1.26565,1.50796,3.36481e-11,1.26565,1.50872,1.8,1.26565,1.50872,3.36715e-11,1.26565,1.17317,4.00582e-11,1.9711,1.17317,1.1744,4.00571e-11,1.9711,1.1744,1.17298,4.00583e-11,1.97111,1.17298,1.17298,4.00583e-11,1.97111,1.17298,1.64192e-08,-5.76505e-11,2.92498e-11,2.4321e-11,-1.53862e-08,
0.0260203,1.8,1.97111,0,1.17298,0,1.26565,1.8,1.5085,1.97111,1.17298,1.26565,1.50775,1.9711,1.1744,1.50848,0,1.97111,1.17316,1.50773,1.50775,1.8,1.50773,1.50775,1.02987e-07,1.50773,1.5085,1.8,1.50848,1.5085,1.02322e-07,1.50848,1.50775,1.8,1.26565,1.50775,3.67083e-11,1.26565,1.5085,1.8,1.26565,1.5085,3.67251e-11,1.26565,1.17316,4.00582e-11,1.97111,1.17316,1.1744,4.00571e-11,1.9711,1.1744,1.17298,4.00583e-11,1.97111,1.17298,1.17298,4.00583e-11,1.97111,1.17298,-1.20301e-10,-4.47974e-12,7.69789e-12,9.70647e-12,-1.6178e-08,
0.0260208,1.8,1.97111,0,1.17297,0,1.26565,1.8,1.50807,1.97111,1.17297,1.26565,1.50732,1.97111,1.17439,1.50806,0,1.97111,1.17315,1.50731,1.50732,1.8,1.50731,1.50732,1.01574e-07,1.50731,1.50807,1.8,1.50806,1.50807,1.0088e-07,1.50806,1.50732,1.8,1.26565,1.50732,3.63238e-11,1.26565,1.50807,1.8,1.26565,1.50807,3.63413e-11,1.26565,1.17315,4.00582e-11,1.97111,1.17315,1.17439,4.00571e-11,1.97111,1.17439,1.17297,4.00583e-11,1.97111,1.17297,1.17297,4.00583e-11,1.97111,1.17297,-1.20253e-10,-2.00437e-11,8.51326e-12,3.94588e-11,-1.63391e-08,
0.0260218,1.8,1.97111,0,1.17296,0,1.26566,1.8,1.50728,1.97111,1.17296,1.26564,1.50654,1.97111,1.17438,1.50727,0,1.97111,1.17313,1.50653,1.50654,1.8,1.50653,1.50654,9.89606e-08,1.50653,1.50728,1.8,1.50727,1.50728,9.8252e-08,1.50727,1.50654,1.8,1.26564,1.50654,4.01396e-11,1.26564,1.50728,1.8,1.26566,1.50728,4.01688e-11,1.26566,1.17313,4.00582e-11,1.97111,1.17313,1.17438,4.00571e-11,1.97111,1.17438,1.17296,4.00583e-11,1.97111,1.17296,1.17296,4.00583e-11,1.97111,1.17296,-1.02771e-10,-1.46264e-11,4.8727e-12,-2.96721e-11,-1.66359e-08,
0.0260238,1.8,1.97111,0,1.17293,0,1.26561,1.8,1.50592,1.97111,1.17294,1.26566,1.5052,1.97111,1.17435,1.5059,0,1.97111,1.1731,1.50518,1.5052,1.8,1.50518,1.5052,9.46232e-08,1.50518,1.50592,1.8,1.5059,1.50592,9.38739e-08,1.5059,1.5052,1.8,1.26566,1.5052,4.22194e-11,1.26566,1.50592,1.8,1.26561,1.50592,4.22002e-11,1.26561,1.1731,4.00582e-11,1.97111,1.1731,1.17435,4.00571e-11,1.97111,1.17435,1.17294,4.00584e-11,1.97111,1.17294,1.17293,4.00584e-11,1.97111,1.17293,-8.88412e-11,-4.48764e-12,3.0656e-12,3.10004e-11,-1.71794e-08,
0.0260278,1.8,1.97111,0,1.17289,0,1.26559,1.8,1.50387,1.97111,1.17289,1.26557,1.50318,1.9711,1.1743,1.50386,0,1.97112,1.17305,1.50317,1.50318,1.8,1.50317,1.50318,8.84751e-08,1.50317,1.50387,1.8,1.50386,1.50387,8.76564e-08,1.50386,1.50318,1.8,1.26557,1.50318,4.32804e-11,1.26557,1.50387,1.8,1.26559,1.50387,4.32887e-11,1.26559,1.17305,4.00583e-11,1.97112,1.17305,1.1743,4.00572e-11,1.9711,1.1743,1.17289,4.00584e-11,1.97111,1.17289,1.17289,4.00584e-11,1.97111,1.17289,-5.48471e-11,-1.07432e-11,2.17167e-12,-3.37496e-11,-1.80001e-08,
0.0260358,1.8,1.97111,0,1.1728,0,1.26552,1.8,1.50149,1.97111,1.17281,1.26553,1.50085,1.97112,1.17421,1.50148,0,1.97112,1.17295,1.50084,1.50085,1.8,1.50084,1.50085,8.18346e-08,1.50084,1.50149,1.8,1.50148,1.50149,8.09372e-08,1.50148,1.50085,1.8,1.26553,1.50085,4.38644e-11,1.26553,1.50149,1.8,1.26552,1.50149,4.38579e-11,1.26552,1.17295,4.00583e-11,1.97112,1.17295,1.17421,4.00572e-11,1.97112,1.17421,1.17281,4.00585e-11,1.97111,1.17281,1.1728,4.00585e-11,1.97111,1.1728,-2.83944e-11,1.93309e-12,-1.69657e-12,3.54285e-11,-1.90152e-08,
0.0260519,1.8,1.97111,0,1.17264,0,1.26539,1.8,1.49978,1.97111,1.17264,1.26538,1.49919,1.97112,1.17403,1.49977,0,1.97112,1.17278,1.49918,1.49919,1.8,1.49918,1.49919,7.78091e-08,1.49918,1.49978,1.8,1.49977,1.49978,7.68253e-08,1.49977,1.49919,1.8,1.26538,1.49919,4.41562e-11,1.26538,1.49978,1.8,1.26539,1.49978,4.41596e-11,1.26539,1.17278,4.00585e-11,1.97112,1.17278,1.17403,4.00574e-11,1.97112,1.17403,1.17264,4.00586e-11,1.97111,1.17264,1.17264,4.00586e-11,1.97111,1.17264,-1.411e-12,-5.2495e-12,1.88302e-12,-3.47798e-11,-1.97849e-08,
0.026084,1.8,1.97111,0,1.1723,0,1.26513,1.8,1.4993,1.97111,1.1723,1.26513,1.49874,1.97111,1.1737,1.49929,0,1.97112,1.17244,1.49873,1.49874,1.8,1.49873,1.49874,7.72858e-08,1.49873,1.4993,1.8,1.49929,1.4993,7.62443e-08,1.49929,1.49874,1.8,1.26513,1.49874,4.43163e-11,1.26513,1.4993,1.8,1.26513,1.4993,4.43147e-11,1.26513,1.17244,4.00588e-11,1.97112,1.17244,1.1737,4.00577e-11,1.97111,1.1737,1.1723,4.00589e-11,1.97111,1.1723,1.1723,4.00589e-11,1.97111,1.1723,-2.71913e-12,4.55684e-12,-1.83149e-12,3.49333e-11,-2.00139e-08,
0.0261482,1.8,1.97111,0,1.17163,0,1.26442,1.8,1.49909,1.97111,1.17163,1.26443,1.49852,1.97112,1.17303,1.49907,0,1.97112,1.17177,1.4985,1.49852,1.8,1.4985,1.49852,7.80306e-08,1.4985,1.49909,1.8,1.49907,1.49909,7.69878e-08,1.49907,1.49852,1.8,1.26443,1.49852,4.45517e-11,1.26443,1.49909,1.8,1.26442,1.49909,4.4551e-11,1.26442,1.17177,4.00594e-11,1.97112,1.17177,1.17303,4.00583e-11,1.97112,1.17303,1.17163,4.00595e-11,1.97111,1.17163,1.17163,4.00595e-11,1.97111,1.17163,1.74746e-12,-4.98555e-12,1.81891e-12,-3.50071e-11,-2.01053e-08,
0.0262767,1.8,1.97111,0,1.17028,0,1.26324,1.8,1.49844,1.97111,1.17029,1.26324,1.49787,1.97111,1.1717,1.49842,0,1.97112,1.17044,1.49785,1.49787,1.8,1.49785,1.49787,7.90523e-08,1.49785,1.49844,1.8,1.49842,1.49844,7.79876e-08,1.49842,1.49787,1.8,1.26324,1.49787,4.43551e-11,1.26324,1.49844,1.8,1.26324,1.49844,4.43503e-11,1.26324,1.17044,4.00606e-11,1.97112,1.17044,1.1717,4.00594e-11,1.97111,1.1717,1.17029,4.00607e-11,1.97111,1.17029,1.17028,4.00607e-11,1.97111,1.17028,-3.18333e-12,4.58514e-12,-1.86317e-12,3.48225e-11,-2.04304e-08,
0.0265336,1.8,1.97111,0,1.16762,0,1.2611,1.8,1.49727,1.97111,1.16762,1.26111,1.4967,1.97112,1.16904,1.49726,0,1.97111,1.16779,1.49669,1.4967,1.8,1.49669,1.4967,8.14081e-08,1.49669,1.49727,1.8,1.49726,1.49727,8.03295e-08,1.49726,1.4967,1.8,1.26111,1.4967,4.41365e-11,1.26111,1.49727,1.8,1.2611,1.49727,4.4136e-11,1.2611,1.16779,4.00629e-11,1.97111,1.16779,1.16904,4.00618e-11,1.97112,1.16904,1.16762,4.0063e-11,1.97111,1.16762,1.16762,4.0063e-11,1.97111,1.16762,1.89511e-12,-4.9453e-12,1.8038e-12,-3.52057e-11,-2.0992e-08,
0.02702,1.8,1.97111,0,1.16259,0,1.25727,1.8,1.49497,1.97111,1.16259,1.25729,1.49442,1.97111,1.16403,1.49496,3.1225e-13,1.97112,1.16279,1.4944,1.49442,1.8,1.4944,1.49442,8.58024e-08,1.4944,1.49497,1.8,1.49496,1.49497,8.46749e-08,1.49496,1.49442,1.8,1.25729,1.49442,4.43114e-11,1.25729,1.49497,1.8,1.25727,1.49497,4.43045e-11,1.25727,1.16279,4.00673e-11,1.97112,1.16279,1.16403,4.00662e-11,1.97111,1.16403,1.16259,4.00675e-11,1.97111,1.16259,1.16259,4.00675e-11,1.97111,1.16259,-3.23398e-12,4.65367e-12,-1.86872e-12,3.46308e-11,-2.21736e-08,
0.027022,1.8,1.97111,0,1.16257,0,1.25726,1.8,1.49666,1.97111,1.16257,1.25727,1.49609,1.97111,1.16402,1.49664,0.18,1.97111,1.16278,1.49608,1.49609,1.8,1.49608,1.49609,9.07252e-08,1.49608,1.49666,1.8,1.49664,1.49666,8.95524e-08,1.49664,1.49609,1.8,1.25727,1.49609,4.42039e-11,1.25727,1.49666,1.8,1.25726,1.49666,4.41971e-11,1.25726,1.16278,4.00673e-11,1.97111,1.16278,1.16402,4.00662e-11,1.97111,1.16402,1.16257,4.00675e-11,1.97111,1.16257,1.16257,4.00675e-11,1.97111,1.16257,-1.23776e-08,1.22408e-11,1.4397e-12,-2.06626e-13,-2.1205e-08,
0.027026,1.8,1.97111,0,1.16252,0,1.25723,1.8,1.49942,1.97111,1.16252,1.25724,1.49884,1.97111,1.16399,1.4994,0.54,1.97111,1.16276,1.49882,1.49884,1.8,1.49882,1.49884,9.97594e-08,1.49882,1.49942,1.8,1.4994,1.49942,9.85248e-08,1.4994,1.49884,1.8,1.25724,1.49884,4.41487e-11,1.25724,1.49942,1.8,1.25723,1.49942,4.41423e-11,1.25723,1.16276,4.00674e-11,1.97111,1.16276,1.16399,4.00663e-11,1.97111,1.16399,1.16252,4.00676e-11,1.97111,1.16252,1.16252,4.00676e-11,1.97111,1.16252,-1.24321e-08,7.81272e-12,1.45352e-12,-1.24977e-13,-1.98829e-08,
