4:OnePixel,
Transient Analysis,
Tue Nov 20 15:09:36 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\OnePixel.cir,
time [sec],v(vdd) [V],v(n1) [V],v(expose) [V],v(n2) [V],v(erase) [V],v(n3) [V],v(nre) [V],v(out) [V],v(mc.drain) [V],v(mc.source) [V],v(mp4.drain) [V],v(mp4.source) [V],v(mp3.drain) [V],v(mp3.source) [V],v(mn2.drain) [V],v(mn2.source) [V],v(mn1.drain) [V],v(mn1.source) [V],i(vnre) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0371442,1.8,1.7874,0,1.39096e-07,1.8,0.370125,1.8,1.70026,1.70026,1.8,0.370125,1.70026,7.59273e-11,0.370125,1.38783e-07,3.12591e-10,1.7874,1.3941e-07,2.63388e-13,4.09968e-16,-6.53134e-13,-9.2588e-11,
0.0373,1.8,1.78365,0,1.40427e-07,1.8,0.370518,1.8,1.70178,1.70178,1.8,0.370518,1.70178,7.69589e-11,0.370518,1.40112e-07,3.15588e-10,1.78365,1.40741e-07,-8.65729e-14,-4.09671e-16,3.21782e-13,-9.29111e-11,
0.0373268,1.8,1.78272,0,-1.75691e-07,1.63929,0.370518,1.8,1.70203,1.70203,1.8,0.370518,1.70203,7.69638e-11,0.370518,-1.76005e-07,-1.14502e-09,1.78272,-1.75378e-07,6.90824e-14,2.1553e-10,2.07656e-13,-9.24183e-11,
0.0373804,1.8,1.78091,0,-2.51469e-07,1.31786,0.37063,1.8,1.70254,1.70254,1.8,0.37063,1.70254,7.71685e-11,0.37063,-2.51782e-07,-1.14555e-09,1.78091,-2.51156e-07,5.8176e-14,2.15716e-10,2.26987e-13,-9.20177e-11,
0.0374875,1.8,1.77885,0,-8.1448e-07,0.675006,0.370776,1.8,1.70352,1.70352,1.8,0.370776,1.70352,7.74366e-11,0.370776,-8.14793e-07,-1.14559e-09,1.77885,-8.14168e-07,4.96752e-14,2.16082e-10,-4.91414e-13,-9.02043e-11,
0.0376,1.8,1.78755,0,0.00174303,0,0.371992,1.8,1.70453,1.70453,1.8,0.371992,1.70453,7.87324e-11,0.371992,0.00174303,3.91563e-11,1.78755,0.00174303,1.53277e-13,4.95262e-11,3.49998e-12,-8.237e-11,
0.0376148,1.8,1.79062,0,0.0021214,0,0.372207,1.8,1.70466,1.70466,1.8,0.372207,1.70466,7.84055e-11,0.372207,0.0021214,3.91929e-12,1.79062,0.00212141,1.69772e-13,3.47321e-14,3.04369e-12,-8.02775e-11,
0.0376445,1.8,1.79766,0,0.00283602,0,0.372616,1.8,1.70492,1.70492,1.8,0.372616,1.70492,7.90466e-11,0.372616,0.00283602,5.17493e-12,1.79766,0.00283602,2.46072e-13,3.08642e-14,3.29419e-12,-7.72795e-11,
0.0377038,1.8,1.81422,0,0.00412651,0,0.37346,1.8,1.70543,1.70543,1.8,0.37346,1.70543,7.85816e-11,0.37346,0.00412651,7.36161e-12,1.81422,0.00412651,2.63923e-13,2.83632e-14,1.39253e-12,-7.50585e-11,
0.0378223,1.8,1.8463,0,0.00650816,0,0.375011,1.8,1.70643,1.70643,1.8,0.375011,1.70643,7.5429e-11,0.375011,0.00650816,1.11276e-11,1.8463,0.00650816,2.54301e-13,2.62879e-14,2.66212e-12,-7.21613e-11,
0.0380595,1.8,1.88031,0,0.0106098,0,0.378578,1.8,1.70836,1.70836,1.8,0.378578,1.70836,7.81018e-11,0.378578,0.0106098,1.68249e-11,1.88031,0.0106098,2.71224e-13,2.07699e-14,-4.20113e-13,-6.47587e-11,
0.0385338,1.8,1.88641,0,0.0168727,0,0.385034,1.8,1.71191,1.71191,1.8,0.385034,1.71191,7.80689e-11,0.385034,0.0168727,2.37609e-11,1.88641,0.0168727,2.20561e-14,1.49933e-14,7.85424e-13,-5.73485e-11,
0.0394823,1.8,1.88932,0,0.0249375,0,0.391981,1.8,1.71807,1.71807,1.8,0.391981,1.71807,8.10658e-11,0.391981,0.0249375,3.00286e-11,1.88932,0.0249375,1.71344e-13,8.09101e-15,-6.23033e-13,-4.85362e-11,
0.0406823,1.8,1.8927,0,0.0308176,0,0.398334,1.8,1.72445,1.72445,1.8,0.398334,1.72445,8.17997e-11,0.398334,0.0308176,3.31227e-11,1.8927,0.0308176,-2.10789e-14,5.23959e-15,7.3124e-13,-4.27929e-11,
0.0418823,1.8,1.89306,0,0.0343684,0,0.402031,1.8,1.72967,1.72967,1.8,0.402031,1.72967,8.57931e-11,0.402031,0.0343684,3.45872e-11,1.89306,0.0343684,1.28181e-13,2.81032e-15,-6.8541e-13,-3.89e-11,
0.0430823,1.8,1.8943,0,0.0367004,0,0.405297,1.8,1.73401,1.73401,1.8,0.405297,1.73401,8.64137e-11,0.405297,0.0367004,3.5323e-11,1.8943,0.0367004,-3.80856e-14,2.4762e-15,7.27157e-13,-3.67332e-11,
0.0442823,1.8,1.89396,0,0.0383137,0,0.407444,1.8,1.73767,1.73767,1.8,0.407444,1.73767,9.06547e-11,0.407444,0.0383137,3.57903e-11,1.89396,0.0383137,1.0712e-13,1.18135e-15,-7.12157e-13,-3.47067e-11,
0.0454823,1.8,1.89486,0,0.0394548,0,0.409505,1.8,1.74078,1.74078,1.8,0.409505,1.74078,9.09639e-11,0.409505,0.0394548,3.60976e-11,1.89486,0.0394548,-4.57971e-14,1.40548e-15,7.35945e-13,-3.36818e-11,
0.0466823,1.8,1.89445,0,0.0402714,0,0.410928,1.8,1.74344,1.74344,1.8,0.410928,1.74344,9.5157e-11,0.410928,0.0402714,3.63056e-11,1.89445,0.0402714,9.43022e-14,4.45655e-16,-7.31146e-13,-3.2364e-11,
0.0478823,1.8,1.89508,0,0.0408639,0,0.412328,1.8,1.74571,1.74571,1.8,0.412328,1.74571,9.51066e-11,0.412328,0.0408639,3.64505e-11,1.89508,0.0408639,-5.07115e-14,8.97626e-16,7.45464e-13,-3.18998e-11,
0.0490823,1.8,1.8947,0,0.0413019,0,0.413314,1.8,1.74765,1.74765,1.8,0.413314,1.74765,9.9045e-11,0.413314,0.0413019,3.65545e-11,1.8947,0.0413019,8.56519e-14,9.54091e-17,-7.44761e-13,-3.09381e-11,
0.0502823,1.8,1.89517,0,0.0416176,0,0.414322,1.8,1.74932,1.74932,1.8,0.414322,1.74932,9.87559e-11,0.414322,0.0416176,3.66278e-11,1.89517,0.0416176,-5.38113e-14,6.20294e-16,7.53989e-13,-3.07749e-11,
0.0514823,1.8,1.89484,0,0.0418467,0,0.415017,1.8,1.75076,1.75076,1.8,0.415017,1.75076,1.02419e-10,0.415017,0.0418467,3.66801e-11,1.89484,0.0418467,7.91995e-14,-1.01012e-16,-7.55155e-13,-3.00135e-11,
0.0526823,1.8,1.89521,0,0.0420135,0,0.415751,1.8,1.75199,1.75199,1.8,0.415751,1.75199,1.01769e-10,0.415751,0.0420135,3.67178e-11,1.89521,0.0420135,-5.5836e-14,4.79158e-16,7.61347e-13,-3.00459e-11,
0.0538823,1.8,1.89493,0,0.0421417,0,0.416218,1.8,1.75305,1.75305,1.8,0.416218,1.75305,1.05074e-10,0.416218,0.0421417,3.67464e-11,1.89493,0.0421417,7.40514e-14,-1.88587e-16,-7.63065e-13,-2.94017e-11,
0.0550823,1.8,1.89523,0,0.0422421,0,0.416766,1.8,1.75396,1.75396,1.8,0.416766,1.75396,1.04102e-10,0.416766,0.0422421,3.67688e-11,1.89523,0.0422421,-5.6758e-14,2.41096e-16,7.51894e-13,-2.95373e-11,
0.0562823,1.8,1.89498,0,0.0423211,0,0.417108,1.8,1.75474,1.75474,1.8,0.417108,1.75474,1.07171e-10,0.417108,0.0423211,3.67863e-11,1.89498,0.0423211,7.01412e-14,-6.19156e-17,-7.53873e-13,-2.90002e-11,
0.0574823,1.8,1.89523,0,0.0423847,0,0.417519,1.8,1.75541,1.75541,1.8,0.417519,1.75541,1.05918e-10,0.417519,0.0423847,3.68003e-11,1.89523,0.0423847,-5.73254e-14,2.84202e-16,7.60054e-13,-2.92012e-11,
0.0586823,1.8,1.89501,0,0.0424166,0,0.417781,1.8,1.75598,1.75598,1.8,0.417781,1.75598,1.09009e-10,0.417781,0.0424166,3.68073e-11,1.89501,0.0424166,6.72787e-14,-1.25634e-16,-7.45886e-13,-2.87059e-11,
0.0598823,1.8,1.89521,0,0.0424408,0,0.418049,1.8,1.75647,1.75647,1.8,0.418049,1.75647,1.07363e-10,0.418049,0.0424408,3.68126e-11,1.89521,0.0424408,-5.82554e-14,1.31263e-16,7.6705e-13,-2.89734e-11,
0.06,1.8,1.8951,0,0.0424429,0,0.418056,1.8,1.75651,1.75651,1.8,0.418056,1.75651,1.09766e-10,0.418056,0.0424429,3.6813e-11,1.8951,0.0424429,6.45004e-14,-8.34651e-17,-7.79955e-13,-2.85433e-11
